subject,session,Condition,ACC,RT,stimtype
78,Post,Control,,0,null
78,Post,Control,1,733,inc
78,Post,Control,1,631,neu
78,Post,Control,1,809,inc
78,Post,Control,1,656,con
78,Post,Control,1,607,neu
78,Post,Control,1,707,inc
78,Post,Control,,0,null
78,Post,Control,1,704,inc
78,Post,Control,1,712,inc
78,Post,Control,1,771,inc
78,Post,Control,,0,null
78,Post,Control,1,697,inc
78,Post,Control,1,1145,inc
78,Post,Control,1,627,con
78,Post,Control,,0,null
78,Post,Control,1,611,neu
78,Post,Control,,0,null
78,Post,Control,1,733,con
78,Post,Control,,0,null
78,Post,Control,1,724,inc
78,Post,Control,,0,null
78,Post,Control,1,661,neu
78,Post,Control,1,620,neu
78,Post,Control,1,559,neu
78,Post,Control,1,545,neu
78,Post,Control,1,638,neu
78,Post,Control,1,942,inc
78,Post,Control,1,862,inc
78,Post,Control,1,786,inc
78,Post,Control,1,743,inc
78,Post,Control,1,664,neu
78,Post,Control,1,621,con
78,Post,Control,1,551,neu
78,Post,Control,1,610,con
78,Post,Control,,0,null
78,Post,Control,1,740,inc
78,Post,Control,1,533,con
78,Post,Control,,0,null
78,Post,Control,1,657,neu
78,Post,Control,1,624,neu
78,Post,Control,,0,null
78,Post,Control,1,628,con
78,Post,Control,1,641,con
78,Post,Control,1,1218,inc
78,Post,Control,,0,null
78,Post,Control,1,745,inc
78,Post,Control,1,652,con
78,Post,Control,,0,null
78,Post,Control,1,798,inc
78,Post,Control,,0,null
78,Post,Control,1,650,con
78,Post,Control,1,541,con
78,Post,Control,1,776,con
78,Post,Control,1,612,neu
78,Post,Control,,0,null
78,Post,Control,1,685,inc
78,Post,Control,1,708,neu
78,Post,Control,1,683,neu
78,Post,Control,1,695,inc
78,Post,Control,1,630,neu
78,Post,Control,1,675,inc
78,Post,Control,,0,null
78,Post,Control,1,682,con
78,Post,Control,1,659,con
78,Post,Control,,0,null
78,Post,Control,1,639,neu
78,Post,Control,1,737,inc
78,Post,Control,1,608,neu
78,Post,Control,,0,null
78,Post,Control,1,708,inc
78,Post,Control,,0,null
78,Post,Control,1,670,neu
78,Post,Control,,0,null
78,Post,Control,1,739,con
78,Post,Control,0,1249,inc
78,Post,Control,1,748,neu
78,Post,Control,1,703,con
78,Post,Control,,0,null
78,Post,Control,1,796,inc
78,Post,Control,0,1089,con
78,Post,Control,,0,null
78,Post,Control,1,639,con
78,Post,Control,,0,null
78,Post,Control,1,597,neu
78,Post,Control,,0,null
78,Post,Control,1,690,inc
78,Post,Control,,0,null
78,Post,Control,1,661,con
78,Post,Control,,0,null
78,Post,Control,1,819,inc
78,Post,Control,1,663,con
78,Post,Control,1,659,neu
78,Post,Control,1,834,inc
78,Post,Control,1,782,neu
78,Post,Control,1,788,inc
78,Post,Control,,0,null
78,Post,Control,1,671,con
78,Post,Control,1,660,con
78,Post,Control,1,646,con
78,Post,Control,1,633,neu
78,Post,Control,1,651,con
78,Post,Control,,0,null
78,Post,Control,1,762,inc
78,Post,Control,1,693,con
78,Post,Control,1,1013,inc
78,Post,Control,1,572,con
78,Post,Control,,0,null
78,Post,Control,1,733,inc
78,Post,Control,1,620,neu
78,Post,Control,,0,null
78,Post,Control,1,699,neu
78,Post,Control,,0,null
78,Post,Control,1,895,inc
78,Post,Control,1,582,neu
78,Post,Control,1,661,con
78,Post,Control,,0,null
78,Post,Control,1,660,con
78,Post,Control,1,720,neu
78,Post,Control,1,776,inc
78,Post,Control,,0,null
78,Post,Control,1,619,con
78,Post,Control,,0,null
78,Post,Control,1,696,con
78,Post,Control,1,644,con
78,Post,Control,,0,null
78,Post,Control,1,693,con
78,Post,Control,1,672,neu
78,Post,Control,1,524,neu
78,Post,Control,0,1261,inc
78,Post,Control,,0,null
78,Post,Control,1,597,neu
78,Post,Control,,0,null
83,Pre,Control,1,748,neu
83,Pre,Control,1,889,con
83,Pre,Control,1,686,con
83,Pre,Control,1,1006,inc
83,Pre,Control,1,635,con
83,Pre,Control,,0,null
83,Pre,Control,1,810,inc
83,Pre,Control,1,615,con
83,Pre,Control,1,633,con
83,Pre,Control,1,529,neu
83,Pre,Control,1,880,inc
83,Pre,Control,1,670,con
83,Pre,Control,1,654,con
83,Pre,Control,,0,null
83,Pre,Control,1,583,neu
83,Pre,Control,1,696,inc
83,Pre,Control,,0,null
83,Pre,Control,1,693,inc
83,Pre,Control,1,881,con
83,Pre,Control,1,1014,inc
83,Pre,Control,1,629,neu
83,Pre,Control,1,670,neu
83,Pre,Control,1,729,inc
83,Pre,Control,1,612,con
83,Pre,Control,,0,null
83,Pre,Control,1,795,inc
83,Pre,Control,,0,null
83,Pre,Control,1,861,inc
83,Pre,Control,,0,null
83,Pre,Control,1,791,inc
83,Pre,Control,1,832,neu
83,Pre,Control,1,696,inc
83,Pre,Control,1,774,inc
83,Pre,Control,1,626,con
83,Pre,Control,1,713,neu
83,Pre,Control,,0,null
83,Pre,Control,1,681,inc
83,Pre,Control,1,623,inc
83,Pre,Control,1,550,neu
83,Pre,Control,,0,null
83,Pre,Control,1,620,neu
83,Pre,Control,1,664,con
83,Pre,Control,1,588,neu
83,Pre,Control,,0,null
83,Pre,Control,1,596,con
83,Pre,Control,,0,null
83,Pre,Control,1,668,con
83,Pre,Control,,0,null
83,Pre,Control,1,552,con
83,Pre,Control,,0,null
83,Pre,Control,1,780,inc
83,Pre,Control,1,638,neu
83,Pre,Control,1,746,inc
83,Pre,Control,1,590,con
83,Pre,Control,0,602,inc
83,Pre,Control,1,663,neu
83,Pre,Control,1,794,inc
83,Pre,Control,1,633,neu
83,Pre,Control,1,631,con
83,Pre,Control,1,863,inc
83,Pre,Control,1,730,inc
83,Pre,Control,1,638,con
83,Pre,Control,1,562,neu
83,Pre,Control,,0,null
83,Pre,Control,1,631,neu
83,Pre,Control,1,649,neu
83,Pre,Control,,0,null
83,Pre,Control,1,596,neu
83,Pre,Control,1,709,inc
83,Pre,Control,,0,null
83,Pre,Control,1,837,con
83,Pre,Control,1,675,inc
83,Pre,Control,1,593,con
83,Pre,Control,,0,null
83,Pre,Control,1,714,neu
83,Pre,Control,1,654,con
83,Pre,Control,,0,null
83,Pre,Control,1,749,inc
83,Pre,Control,,0,null
83,Pre,Control,1,787,inc
83,Pre,Control,1,738,inc
83,Pre,Control,1,581,neu
83,Pre,Control,1,738,inc
83,Pre,Control,,0,null
83,Pre,Control,1,510,neu
83,Pre,Control,1,619,neu
83,Pre,Control,1,755,inc
83,Pre,Control,1,681,inc
83,Pre,Control,1,566,neu
83,Pre,Control,1,593,neu
83,Pre,Control,,0,null
83,Pre,Control,1,684,con
83,Pre,Control,1,575,neu
83,Pre,Control,,0,null
83,Pre,Control,1,641,con
83,Pre,Control,1,853,inc
83,Pre,Control,1,647,neu
83,Pre,Control,,0,null
83,Pre,Control,1,646,neu
83,Pre,Control,,0,null
83,Pre,Control,1,762,inc
83,Pre,Control,,0,null
83,Pre,Control,1,663,neu
83,Pre,Control,1,626,con
83,Pre,Control,1,716,con
83,Pre,Control,1,589,neu
83,Pre,Control,,0,null
83,Pre,Control,1,829,inc
83,Pre,Control,1,744,inc
83,Pre,Control,,0,null
83,Pre,Control,1,650,neu
83,Pre,Control,,0,null
83,Pre,Control,1,852,inc
83,Pre,Control,,0,null
83,Pre,Control,1,602,neu
83,Pre,Control,,0,null
83,Pre,Control,1,831,con
83,Pre,Control,,0,null
83,Pre,Control,1,674,con
83,Pre,Control,1,690,neu
83,Pre,Control,1,823,inc
83,Pre,Control,1,612,con
83,Pre,Control,1,682,con
83,Pre,Control,1,720,con
83,Pre,Control,,0,null
83,Pre,Control,1,1195,con
83,Pre,Control,1,703,con
83,Pre,Control,1,743,inc
83,Pre,Control,1,652,neu
83,Pre,Control,1,856,inc
83,Pre,Control,,0,null
83,Pre,Control,1,774,con
83,Pre,Control,1,614,con
83,Pre,Control,1,675,con
83,Pre,Control,1,632,con
83,Pre,Control,,0,null
83,Pre,Control,1,791,inc
83,Pre,Control,1,656,con
83,Pre,Control,,0,null
83,Pre,Control,1,654,neu
83,Pre,Control,,0,null
83,Pre,Control,1,616,con
83,Pre,Control,1,602,con
83,Pre,Control,1,812,inc
83,Pre,Control,,0,null
83,Pre,Control,1,753,con
83,Pre,Control,1,761,inc
83,Pre,Control,1,716,neu
83,Pre,Control,,0,null
83,Pre,Control,1,656,neu
83,Pre,Control,,0,null
83,Pre,Control,1,778,neu
83,Pre,Control,1,665,con
83,Pre,Control,,0,null
83,Pre,Control,1,703,neu
83,Pre,Control,1,747,neu
83,Pre,Control,1,813,inc
83,Pre,Control,1,696,neu
83,Pre,Control,,0,null
83,Pre,Control,0,0,neu
83,Pre,Control,,0,null
83,Post,Control,1,883,neu
83,Post,Control,1,749,con
83,Post,Control,1,776,con
83,Post,Control,1,875,inc
83,Post,Control,1,744,con
83,Post,Control,,0,null
83,Post,Control,1,869,inc
83,Post,Control,1,747,con
83,Post,Control,1,748,con
83,Post,Control,1,741,neu
83,Post,Control,1,782,inc
83,Post,Control,1,645,con
83,Post,Control,1,712,con
83,Post,Control,,0,null
83,Post,Control,1,615,neu
83,Post,Control,1,990,inc
83,Post,Control,,0,null
83,Post,Control,1,710,inc
83,Post,Control,1,577,con
83,Post,Control,1,968,inc
83,Post,Control,1,656,neu
83,Post,Control,1,615,neu
83,Post,Control,1,734,inc
83,Post,Control,1,711,con
83,Post,Control,,0,null
83,Post,Control,1,709,inc
83,Post,Control,,0,null
83,Post,Control,0,695,inc
83,Post,Control,,0,null
83,Post,Control,1,781,inc
83,Post,Control,1,682,neu
83,Post,Control,1,820,inc
83,Post,Control,1,820,inc
83,Post,Control,1,729,con
83,Post,Control,1,664,neu
83,Post,Control,,0,null
83,Post,Control,1,939,inc
83,Post,Control,1,939,inc
83,Post,Control,1,926,neu
83,Post,Control,,0,null
83,Post,Control,1,795,neu
83,Post,Control,1,696,con
83,Post,Control,1,631,neu
83,Post,Control,,0,null
83,Post,Control,1,653,con
83,Post,Control,,0,null
83,Post,Control,1,689,con
83,Post,Control,,0,null
83,Post,Control,1,655,con
83,Post,Control,,0,null
83,Post,Control,1,903,inc
83,Post,Control,1,687,neu
83,Post,Control,1,823,inc
83,Post,Control,1,635,con
83,Post,Control,1,822,inc
83,Post,Control,1,666,neu
83,Post,Control,1,838,inc
83,Post,Control,1,631,neu
83,Post,Control,1,660,con
83,Post,Control,1,861,inc
83,Post,Control,1,710,inc
83,Post,Control,1,649,con
83,Post,Control,1,593,neu
83,Post,Control,,0,null
83,Post,Control,1,637,neu
83,Post,Control,1,617,neu
83,Post,Control,,0,null
83,Post,Control,1,634,neu
83,Post,Control,1,693,inc
83,Post,Control,,0,null
83,Post,Control,1,703,con
83,Post,Control,1,796,inc
83,Post,Control,1,667,con
83,Post,Control,,0,null
83,Post,Control,1,658,neu
83,Post,Control,1,606,con
83,Post,Control,,0,null
83,Post,Control,1,842,inc
83,Post,Control,,0,null
83,Post,Control,1,805,inc
83,Post,Control,1,769,inc
83,Post,Control,1,656,neu
83,Post,Control,1,725,inc
83,Post,Control,,0,null
83,Post,Control,1,594,neu
83,Post,Control,1,659,neu
83,Post,Control,1,686,inc
83,Post,Control,1,716,inc
83,Post,Control,1,621,neu
83,Post,Control,1,667,neu
83,Post,Control,,0,null
83,Post,Control,1,745,con
83,Post,Control,1,634,neu
83,Post,Control,,0,null
83,Post,Control,1,899,con
83,Post,Control,1,873,inc
83,Post,Control,1,666,neu
83,Post,Control,,0,null
83,Post,Control,1,676,neu
83,Post,Control,,0,null
83,Post,Control,1,742,inc
83,Post,Control,,0,null
83,Post,Control,1,705,neu
83,Post,Control,1,625,con
83,Post,Control,1,626,con
83,Post,Control,1,642,neu
83,Post,Control,,0,null
83,Post,Control,1,948,inc
83,Post,Control,1,769,inc
83,Post,Control,,0,null
83,Post,Control,1,736,neu
83,Post,Control,,0,null
83,Post,Control,1,1128,inc
83,Post,Control,,0,null
83,Post,Control,1,679,neu
83,Post,Control,,0,null
83,Post,Control,1,695,con
83,Post,Control,,0,null
83,Post,Control,1,699,con
83,Post,Control,1,695,neu
83,Post,Control,1,955,inc
83,Post,Control,1,748,con
83,Post,Control,1,646,con
83,Post,Control,1,699,con
83,Post,Control,,0,null
83,Post,Control,1,677,con
83,Post,Control,1,722,con
83,Post,Control,1,810,inc
83,Post,Control,1,727,neu
83,Post,Control,1,823,inc
83,Post,Control,,0,null
83,Post,Control,1,1298,con
83,Post,Control,1,960,con
83,Post,Control,1,711,con
83,Post,Control,1,679,con
83,Post,Control,,0,null
83,Post,Control,1,754,inc
83,Post,Control,1,655,con
83,Post,Control,,0,null
83,Post,Control,1,718,neu
83,Post,Control,,0,null
83,Post,Control,1,1017,con
83,Post,Control,1,741,con
83,Post,Control,1,894,inc
83,Post,Control,,0,null
83,Post,Control,1,866,con
83,Post,Control,1,791,inc
83,Post,Control,1,738,neu
83,Post,Control,,0,null
83,Post,Control,1,1352,neu
83,Post,Control,,0,null
83,Post,Control,1,699,neu
83,Post,Control,1,665,con
83,Post,Control,,0,null
83,Post,Control,1,667,neu
83,Post,Control,1,725,neu
83,Post,Control,1,898,inc
83,Post,Control,1,683,neu
83,Post,Control,,0,null
83,Post,Control,1,726,neu
83,Post,Control,,0,null
86,Pre,Control,1,884,neu
86,Pre,Control,0,924,inc
86,Pre,Control,1,799,con
86,Pre,Control,0,808,inc
86,Pre,Control,0,655,inc
86,Pre,Control,,0,null
86,Pre,Control,1,592,neu
86,Pre,Control,1,601,con
86,Pre,Control,1,654,con
86,Pre,Control,1,589,neu
86,Pre,Control,1,524,con
86,Pre,Control,0,733,inc
86,Pre,Control,1,437,neu
86,Pre,Control,,0,null
86,Pre,Control,1,504,con
86,Pre,Control,1,857,neu
86,Pre,Control,,0,null
86,Pre,Control,1,648,neu
86,Pre,Control,0,1088,inc
86,Pre,Control,1,577,neu
86,Pre,Control,1,772,con
86,Pre,Control,1,574,con
86,Pre,Control,0,877,inc
86,Pre,Control,1,563,con
86,Pre,Control,,0,null
86,Pre,Control,1,659,neu
86,Pre,Control,,0,null
86,Pre,Control,1,562,neu
86,Pre,Control,,0,null
86,Pre,Control,0,742,inc
86,Pre,Control,1,605,neu
86,Pre,Control,1,650,inc
86,Pre,Control,1,724,con
86,Pre,Control,1,595,neu
86,Pre,Control,0,645,inc
86,Pre,Control,,0,null
86,Pre,Control,0,791,inc
86,Pre,Control,0,872,inc
86,Pre,Control,0,759,inc
86,Pre,Control,,0,null
86,Pre,Control,0,676,inc
86,Pre,Control,0,760,inc
86,Pre,Control,1,509,con
86,Pre,Control,,0,null
86,Pre,Control,1,575,neu
86,Pre,Control,,0,null
86,Pre,Control,1,605,con
86,Pre,Control,,0,null
86,Pre,Control,0,701,inc
86,Pre,Control,,0,null
86,Pre,Control,1,616,neu
86,Pre,Control,1,655,neu
86,Pre,Control,1,547,neu
86,Pre,Control,1,519,neu
86,Pre,Control,1,617,neu
86,Pre,Control,0,1204,inc
86,Pre,Control,0,918,inc
86,Pre,Control,0,828,inc
86,Pre,Control,0,637,inc
86,Pre,Control,1,538,neu
86,Pre,Control,1,600,con
86,Pre,Control,1,533,neu
86,Pre,Control,1,531,con
86,Pre,Control,,0,null
86,Pre,Control,1,684,inc
86,Pre,Control,1,682,con
86,Pre,Control,,0,null
86,Pre,Control,1,628,neu
86,Pre,Control,1,774,neu
86,Pre,Control,,0,null
86,Pre,Control,1,710,con
86,Pre,Control,1,635,con
86,Pre,Control,0,706,inc
86,Pre,Control,,0,null
86,Pre,Control,0,810,inc
86,Pre,Control,1,673,con
86,Pre,Control,,0,null
86,Pre,Control,0,760,inc
86,Pre,Control,,0,null
86,Pre,Control,1,679,con
86,Pre,Control,1,604,con
86,Pre,Control,1,657,con
86,Pre,Control,1,554,neu
86,Pre,Control,,0,null
86,Pre,Control,0,1112,inc
86,Pre,Control,1,561,neu
86,Pre,Control,1,628,neu
86,Pre,Control,0,1005,inc
86,Pre,Control,1,673,neu
86,Pre,Control,0,1053,inc
86,Pre,Control,,0,null
86,Pre,Control,1,635,con
86,Pre,Control,1,579,con
86,Pre,Control,,0,null
86,Pre,Control,1,658,neu
86,Pre,Control,0,1179,inc
86,Pre,Control,1,567,neu
86,Pre,Control,,0,null
86,Pre,Control,0,1222,inc
86,Pre,Control,,0,null
86,Pre,Control,1,726,neu
86,Pre,Control,,0,null
86,Pre,Control,1,593,con
86,Pre,Control,0,872,inc
86,Pre,Control,1,740,neu
86,Pre,Control,1,627,con
86,Pre,Control,,0,null
86,Pre,Control,0,867,inc
86,Pre,Control,1,653,con
86,Pre,Control,,0,null
86,Pre,Control,1,683,con
86,Pre,Control,,0,null
86,Pre,Control,1,763,neu
86,Pre,Control,,0,null
86,Pre,Control,0,845,inc
86,Pre,Control,,0,null
86,Pre,Control,1,697,con
86,Pre,Control,,0,null
86,Pre,Control,0,882,inc
86,Pre,Control,1,671,con
86,Pre,Control,1,576,neu
86,Pre,Control,0,1659,inc
86,Pre,Control,1,593,neu
86,Pre,Control,0,795,inc
86,Pre,Control,,0,null
86,Pre,Control,1,647,con
86,Pre,Control,1,535,con
86,Pre,Control,1,564,con
86,Pre,Control,1,628,neu
86,Pre,Control,1,572,con
86,Pre,Control,,0,null
86,Pre,Control,0,770,inc
86,Pre,Control,1,634,con
86,Pre,Control,0,1021,inc
86,Pre,Control,1,509,con
86,Pre,Control,,0,null
86,Pre,Control,0,789,inc
86,Pre,Control,1,688,neu
86,Pre,Control,,0,null
86,Pre,Control,1,608,neu
86,Pre,Control,,0,null
86,Pre,Control,0,773,inc
86,Pre,Control,1,611,neu
86,Pre,Control,1,549,con
86,Pre,Control,,0,null
86,Pre,Control,1,629,con
86,Pre,Control,1,578,neu
86,Pre,Control,0,425,inc
86,Pre,Control,,0,null
86,Pre,Control,1,628,con
86,Pre,Control,,0,null
86,Pre,Control,1,694,con
86,Pre,Control,1,763,con
86,Pre,Control,,0,null
86,Pre,Control,1,722,con
86,Pre,Control,1,627,neu
86,Pre,Control,1,499,neu
86,Pre,Control,0,846,inc
86,Pre,Control,,0,null
86,Pre,Control,1,672,neu
86,Pre,Control,,0,null
86,Post,Control,1,578,neu
86,Post,Control,1,785,inc
86,Post,Control,1,633,con
86,Post,Control,1,686,inc
86,Post,Control,0,875,inc
86,Post,Control,,0,null
86,Post,Control,1,669,neu
86,Post,Control,1,482,con
86,Post,Control,1,556,con
86,Post,Control,1,613,neu
86,Post,Control,1,579,con
86,Post,Control,1,657,inc
86,Post,Control,1,483,neu
86,Post,Control,,0,null
86,Post,Control,1,618,con
86,Post,Control,1,586,neu
86,Post,Control,,0,null
86,Post,Control,1,683,neu
86,Post,Control,1,747,inc
86,Post,Control,1,601,neu
86,Post,Control,1,672,con
86,Post,Control,1,613,con
86,Post,Control,1,626,inc
86,Post,Control,1,606,con
86,Post,Control,,0,null
86,Post,Control,1,613,neu
86,Post,Control,,0,null
86,Post,Control,1,586,neu
86,Post,Control,,0,null
86,Post,Control,1,739,inc
86,Post,Control,1,530,neu
86,Post,Control,1,901,inc
86,Post,Control,1,748,con
86,Post,Control,1,634,neu
86,Post,Control,1,776,inc
86,Post,Control,,0,null
86,Post,Control,1,878,inc
86,Post,Control,1,710,inc
86,Post,Control,1,724,inc
86,Post,Control,,0,null
86,Post,Control,1,761,inc
86,Post,Control,1,932,inc
86,Post,Control,1,608,con
86,Post,Control,,0,null
86,Post,Control,1,628,neu
86,Post,Control,,0,null
86,Post,Control,1,685,con
86,Post,Control,,0,null
86,Post,Control,1,936,inc
86,Post,Control,,0,null
86,Post,Control,1,1120,neu
86,Post,Control,1,704,neu
86,Post,Control,1,597,neu
86,Post,Control,1,545,neu
86,Post,Control,1,611,neu
86,Post,Control,1,1698,inc
86,Post,Control,1,1274,inc
86,Post,Control,1,1290,inc
86,Post,Control,1,568,inc
86,Post,Control,1,514,neu
86,Post,Control,1,559,con
86,Post,Control,1,400,neu
86,Post,Control,1,495,con
86,Post,Control,,0,null
86,Post,Control,1,607,inc
86,Post,Control,1,508,con
86,Post,Control,,0,null
86,Post,Control,1,720,neu
86,Post,Control,1,558,neu
86,Post,Control,,0,null
86,Post,Control,1,693,con
86,Post,Control,1,640,con
86,Post,Control,1,958,inc
86,Post,Control,,0,null
86,Post,Control,1,648,inc
86,Post,Control,1,522,con
86,Post,Control,,0,null
86,Post,Control,1,670,inc
86,Post,Control,,0,null
86,Post,Control,1,623,con
86,Post,Control,1,590,con
86,Post,Control,1,578,con
86,Post,Control,1,544,neu
86,Post,Control,,0,null
86,Post,Control,1,772,inc
86,Post,Control,1,656,neu
86,Post,Control,1,620,neu
86,Post,Control,1,746,inc
86,Post,Control,1,574,neu
86,Post,Control,1,728,inc
86,Post,Control,,0,null
86,Post,Control,1,755,con
86,Post,Control,1,582,con
86,Post,Control,,0,null
86,Post,Control,1,685,neu
86,Post,Control,1,671,inc
86,Post,Control,1,684,neu
86,Post,Control,,0,null
86,Post,Control,1,842,inc
86,Post,Control,,0,null
86,Post,Control,1,565,neu
86,Post,Control,,0,null
86,Post,Control,1,699,con
86,Post,Control,1,950,inc
86,Post,Control,1,684,neu
86,Post,Control,0,0,con
86,Post,Control,,0,null
86,Post,Control,0,0,inc
86,Post,Control,1,713,con
86,Post,Control,,0,null
86,Post,Control,0,0,con
86,Post,Control,,0,null
86,Post,Control,0,0,neu
86,Post,Control,,0,null
86,Post,Control,1,898,inc
86,Post,Control,,0,null
86,Post,Control,0,0,con
86,Post,Control,,0,null
86,Post,Control,1,751,inc
86,Post,Control,1,590,con
86,Post,Control,1,618,neu
86,Post,Control,0,0,inc
86,Post,Control,1,539,neu
86,Post,Control,1,1407,inc
86,Post,Control,,0,null
86,Post,Control,0,0,con
86,Post,Control,0,0,con
86,Post,Control,1,661,con
86,Post,Control,0,0,neu
86,Post,Control,1,531,con
86,Post,Control,,0,null
86,Post,Control,1,795,inc
86,Post,Control,0,0,con
86,Post,Control,0,0,inc
86,Post,Control,1,610,con
86,Post,Control,,0,null
86,Post,Control,1,983,inc
86,Post,Control,0,0,neu
86,Post,Control,,0,null
86,Post,Control,1,716,neu
86,Post,Control,,0,null
86,Post,Control,0,0,inc
86,Post,Control,0,0,neu
86,Post,Control,1,644,con
86,Post,Control,,0,null
86,Post,Control,1,759,con
86,Post,Control,1,595,neu
86,Post,Control,0,0,inc
86,Post,Control,,0,null
86,Post,Control,0,0,con
86,Post,Control,,0,null
86,Post,Control,1,778,con
86,Post,Control,0,0,con
86,Post,Control,,0,null
86,Post,Control,1,640,con
86,Post,Control,1,630,neu
86,Post,Control,1,714,neu
86,Post,Control,1,977,inc
86,Post,Control,,0,null
86,Post,Control,1,769,neu
86,Post,Control,,0,null
87,Pre,Control,1,774,con
87,Pre,Control,1,523,neu
87,Pre,Control,0,0,inc
87,Pre,Control,1,694,con
87,Pre,Control,1,518,neu
87,Pre,Control,,0,null
87,Pre,Control,1,668,neu
87,Pre,Control,1,910,inc
87,Pre,Control,1,710,con
87,Pre,Control,1,710,neu
87,Pre,Control,1,577,con
87,Pre,Control,1,688,con
87,Pre,Control,1,671,inc
87,Pre,Control,,0,null
87,Pre,Control,1,673,neu
87,Pre,Control,1,615,neu
87,Pre,Control,,0,null
87,Pre,Control,1,606,con
87,Pre,Control,1,1030,inc
87,Pre,Control,1,786,inc
87,Pre,Control,1,674,neu
87,Pre,Control,1,745,neu
87,Pre,Control,1,680,con
87,Pre,Control,1,630,con
87,Pre,Control,,0,null
87,Pre,Control,1,1117,inc
87,Pre,Control,,0,null
87,Pre,Control,1,809,con
87,Pre,Control,,0,null
87,Pre,Control,1,835,inc
87,Pre,Control,1,906,inc
87,Pre,Control,1,585,neu
87,Pre,Control,1,740,inc
87,Pre,Control,1,719,con
87,Pre,Control,1,498,neu
87,Pre,Control,,0,null
87,Pre,Control,1,580,neu
87,Pre,Control,1,645,con
87,Pre,Control,1,593,con
87,Pre,Control,,0,null
87,Pre,Control,1,686,neu
87,Pre,Control,1,612,con
87,Pre,Control,1,638,neu
87,Pre,Control,,0,null
87,Pre,Control,1,726,con
87,Pre,Control,,0,null
87,Pre,Control,1,630,con
87,Pre,Control,,0,null
87,Pre,Control,1,979,inc
87,Pre,Control,,0,null
87,Pre,Control,1,679,con
87,Pre,Control,1,738,con
87,Pre,Control,1,728,con
87,Pre,Control,1,640,con
87,Pre,Control,1,671,inc
87,Pre,Control,1,707,con
87,Pre,Control,1,814,inc
87,Pre,Control,1,588,con
87,Pre,Control,1,704,inc
87,Pre,Control,1,685,con
87,Pre,Control,1,753,con
87,Pre,Control,1,686,con
87,Pre,Control,1,687,neu
87,Pre,Control,,0,null
87,Pre,Control,1,688,inc
87,Pre,Control,1,586,neu
87,Pre,Control,,0,null
87,Pre,Control,1,714,inc
87,Pre,Control,1,782,inc
87,Pre,Control,,0,null
87,Pre,Control,1,843,con
87,Pre,Control,1,675,neu
87,Pre,Control,1,768,con
87,Pre,Control,,0,null
87,Pre,Control,1,1050,inc
87,Pre,Control,1,618,neu
87,Pre,Control,,0,null
87,Pre,Control,1,757,neu
87,Pre,Control,,0,null
87,Pre,Control,1,942,inc
87,Pre,Control,1,887,inc
87,Pre,Control,1,736,inc
87,Pre,Control,1,796,neu
87,Pre,Control,,0,null
87,Pre,Control,1,870,inc
87,Pre,Control,1,900,inc
87,Pre,Control,1,779,inc
87,Pre,Control,1,673,neu
87,Pre,Control,1,778,con
87,Pre,Control,1,683,neu
87,Pre,Control,,0,null
87,Pre,Control,1,737,neu
87,Pre,Control,1,726,con
87,Pre,Control,,0,null
87,Pre,Control,1,872,inc
87,Pre,Control,1,791,neu
87,Pre,Control,1,904,inc
87,Pre,Control,,0,null
87,Pre,Control,1,733,neu
87,Pre,Control,,0,null
87,Pre,Control,1,748,con
87,Pre,Control,,0,null
87,Pre,Control,1,852,inc
87,Pre,Control,1,1142,inc
87,Pre,Control,0,1535,con
87,Pre,Control,1,634,con
87,Pre,Control,,0,null
87,Pre,Control,1,1054,inc
87,Pre,Control,1,1280,con
87,Pre,Control,,0,null
87,Pre,Control,1,1229,inc
87,Pre,Control,,0,null
87,Pre,Control,1,804,neu
87,Pre,Control,,0,null
87,Pre,Control,1,755,neu
87,Pre,Control,,0,null
87,Pre,Control,1,791,neu
87,Pre,Control,,0,null
87,Pre,Control,1,709,neu
87,Pre,Control,1,791,inc
87,Pre,Control,1,657,con
87,Pre,Control,1,782,neu
87,Pre,Control,1,671,neu
87,Pre,Control,1,810,neu
87,Pre,Control,,0,null
87,Pre,Control,1,773,con
87,Pre,Control,1,819,inc
87,Pre,Control,1,762,neu
87,Pre,Control,1,827,neu
87,Pre,Control,1,701,con
87,Pre,Control,,0,null
87,Pre,Control,1,1126,inc
87,Pre,Control,1,729,con
87,Pre,Control,1,659,inc
87,Pre,Control,1,600,con
87,Pre,Control,,0,null
87,Pre,Control,1,629,neu
87,Pre,Control,1,789,inc
87,Pre,Control,,0,null
87,Pre,Control,1,650,con
87,Pre,Control,,0,null
87,Pre,Control,1,723,inc
87,Pre,Control,1,821,inc
87,Pre,Control,1,680,neu
87,Pre,Control,,0,null
87,Pre,Control,1,727,neu
87,Pre,Control,1,839,inc
87,Pre,Control,1,754,inc
87,Pre,Control,,0,null
87,Pre,Control,1,832,neu
87,Pre,Control,,0,null
87,Pre,Control,1,964,inc
87,Pre,Control,1,810,con
87,Pre,Control,,0,null
87,Pre,Control,1,822,inc
87,Pre,Control,1,1051,neu
87,Pre,Control,1,668,con
87,Pre,Control,1,624,neu
87,Pre,Control,,0,null
87,Pre,Control,1,769,neu
87,Pre,Control,,0,null
87,Post,Control,0,0,con
87,Post,Control,1,439,neu
87,Post,Control,0,404,inc
87,Post,Control,1,800,con
87,Post,Control,1,553,neu
87,Post,Control,,0,null
87,Post,Control,1,727,neu
