subject,session,Condition,ACC,RT,stimtype
43,Pre,Experimental,1,617,con
43,Pre,Experimental,1,589,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,547,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,713,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,1408,inc
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,717,con
43,Pre,Experimental,1,628,con
43,Pre,Experimental,1,686,con
43,Pre,Experimental,1,566,con
43,Pre,Experimental,1,799,inc
43,Pre,Experimental,1,651,con
43,Pre,Experimental,1,768,inc
43,Pre,Experimental,1,601,con
43,Pre,Experimental,1,766,inc
43,Pre,Experimental,1,670,con
43,Pre,Experimental,1,589,con
43,Pre,Experimental,1,611,con
43,Pre,Experimental,1,603,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,783,inc
43,Pre,Experimental,1,599,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,718,inc
43,Pre,Experimental,1,723,inc
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,690,con
43,Pre,Experimental,1,800,neu
43,Pre,Experimental,1,570,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,1021,inc
43,Pre,Experimental,1,540,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,584,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,912,inc
43,Pre,Experimental,1,707,inc
43,Pre,Experimental,1,600,inc
43,Pre,Experimental,1,597,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,744,inc
43,Pre,Experimental,1,703,inc
43,Pre,Experimental,1,653,inc
43,Pre,Experimental,1,582,neu
43,Pre,Experimental,1,707,con
43,Pre,Experimental,1,533,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,592,neu
43,Pre,Experimental,1,554,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,684,inc
43,Pre,Experimental,1,580,neu
43,Pre,Experimental,1,723,inc
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,613,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,588,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,938,inc
43,Pre,Experimental,1,843,inc
43,Pre,Experimental,1,721,con
43,Pre,Experimental,1,588,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,686,inc
43,Pre,Experimental,1,688,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,767,inc
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,592,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,682,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,704,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,698,neu
43,Pre,Experimental,1,691,inc
43,Pre,Experimental,1,575,con
43,Pre,Experimental,1,584,neu
43,Pre,Experimental,1,500,neu
43,Pre,Experimental,1,612,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,626,con
43,Pre,Experimental,1,769,inc
43,Pre,Experimental,1,601,neu
43,Pre,Experimental,1,640,neu
43,Pre,Experimental,1,593,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,707,inc
43,Pre,Experimental,1,603,con
43,Pre,Experimental,1,592,inc
43,Pre,Experimental,1,554,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,524,neu
43,Pre,Experimental,1,776,inc
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,578,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,718,inc
43,Pre,Experimental,1,727,inc
43,Pre,Experimental,1,537,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,648,neu
43,Pre,Experimental,1,791,inc
43,Pre,Experimental,1,717,inc
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,666,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,759,inc
43,Pre,Experimental,1,592,con
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,960,inc
43,Pre,Experimental,1,625,neu
43,Pre,Experimental,1,526,con
43,Pre,Experimental,1,575,neu
43,Pre,Experimental,,0,null
43,Pre,Experimental,1,603,neu
43,Pre,Experimental,,0,null
43,Post,Experimental,1,780,con
43,Post,Experimental,1,528,neu
43,Post,Experimental,0,484,inc
43,Post,Experimental,1,456,con
43,Post,Experimental,1,491,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,492,neu
43,Post,Experimental,0,438,inc
43,Post,Experimental,1,567,con
43,Post,Experimental,1,618,neu
43,Post,Experimental,1,559,con
43,Post,Experimental,1,592,con
43,Post,Experimental,1,705,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,635,neu
43,Post,Experimental,1,615,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,544,con
43,Post,Experimental,1,780,inc
43,Post,Experimental,1,695,inc
43,Post,Experimental,1,624,neu
43,Post,Experimental,1,524,neu
43,Post,Experimental,1,527,con
43,Post,Experimental,1,491,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,1316,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,596,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,799,inc
43,Post,Experimental,1,772,inc
43,Post,Experimental,1,571,neu
43,Post,Experimental,1,652,inc
43,Post,Experimental,1,657,con
43,Post,Experimental,1,522,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,435,neu
43,Post,Experimental,1,578,con
43,Post,Experimental,1,501,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,543,neu
43,Post,Experimental,1,527,con
43,Post,Experimental,1,480,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,567,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,550,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,764,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,543,con
43,Post,Experimental,1,507,con
43,Post,Experimental,1,625,con
43,Post,Experimental,1,590,con
43,Post,Experimental,1,723,inc
43,Post,Experimental,1,625,con
43,Post,Experimental,1,725,inc
43,Post,Experimental,1,502,con
43,Post,Experimental,1,659,inc
43,Post,Experimental,1,552,con
43,Post,Experimental,1,561,con
43,Post,Experimental,1,577,con
43,Post,Experimental,1,535,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,722,inc
43,Post,Experimental,1,537,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,689,inc
43,Post,Experimental,1,759,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,422,con
43,Post,Experimental,1,372,neu
43,Post,Experimental,1,472,con
43,Post,Experimental,,0,null
43,Post,Experimental,0,317,inc
43,Post,Experimental,1,642,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,598,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,904,inc
43,Post,Experimental,0,0,inc
43,Post,Experimental,0,0,inc
43,Post,Experimental,1,662,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,735,inc
43,Post,Experimental,0,0,inc
43,Post,Experimental,1,619,inc
43,Post,Experimental,1,521,neu
43,Post,Experimental,1,667,con
43,Post,Experimental,1,672,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,668,neu
43,Post,Experimental,1,598,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,729,inc
43,Post,Experimental,1,562,neu
43,Post,Experimental,1,699,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,627,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,617,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,766,inc
43,Post,Experimental,1,713,inc
43,Post,Experimental,1,826,con
43,Post,Experimental,1,603,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,734,inc
43,Post,Experimental,1,692,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,837,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,644,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,671,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,473,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,624,neu
43,Post,Experimental,0,621,inc
43,Post,Experimental,1,633,con
43,Post,Experimental,1,529,neu
43,Post,Experimental,1,601,neu
43,Post,Experimental,1,586,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,571,con
43,Post,Experimental,1,763,inc
43,Post,Experimental,1,474,neu
43,Post,Experimental,1,615,neu
43,Post,Experimental,1,509,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,710,inc
43,Post,Experimental,1,655,con
43,Post,Experimental,1,712,inc
43,Post,Experimental,1,580,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,548,neu
43,Post,Experimental,1,732,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,731,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,727,inc
43,Post,Experimental,1,715,inc
43,Post,Experimental,1,564,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,606,neu
43,Post,Experimental,1,733,inc
43,Post,Experimental,1,698,inc
43,Post,Experimental,,0,null
43,Post,Experimental,1,562,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,679,inc
43,Post,Experimental,1,536,con
43,Post,Experimental,,0,null
43,Post,Experimental,1,755,inc
43,Post,Experimental,1,572,neu
43,Post,Experimental,1,647,con
43,Post,Experimental,1,555,neu
43,Post,Experimental,,0,null
43,Post,Experimental,1,581,neu
43,Post,Experimental,,0,null
44,Pre,Control,1,1540,neu
44,Pre,Control,1,701,con
44,Pre,Control,1,633,con
44,Pre,Control,0,716,inc
44,Pre,Control,1,562,con
44,Pre,Control,,0,null
44,Pre,Control,0,1386,inc
44,Pre,Control,1,783,con
44,Pre,Control,1,542,con
44,Pre,Control,1,614,neu
44,Pre,Control,1,686,inc
44,Pre,Control,1,597,con
44,Pre,Control,1,585,con
44,Pre,Control,,0,null
44,Pre,Control,1,678,neu
44,Pre,Control,1,698,inc
44,Pre,Control,,0,null
44,Pre,Control,1,963,inc
44,Pre,Control,1,987,con
44,Pre,Control,1,1000,inc
44,Pre,Control,1,717,neu
44,Pre,Control,1,749,neu
44,Pre,Control,1,785,inc
44,Pre,Control,1,643,con
44,Pre,Control,,0,null
44,Pre,Control,1,716,inc
44,Pre,Control,,0,null
44,Pre,Control,1,924,inc
44,Pre,Control,,0,null
44,Pre,Control,1,816,inc
44,Pre,Control,1,615,neu
44,Pre,Control,1,749,inc
44,Pre,Control,1,765,inc
44,Pre,Control,1,727,con
44,Pre,Control,1,617,neu
44,Pre,Control,,0,null
44,Pre,Control,1,728,inc
44,Pre,Control,1,668,inc
44,Pre,Control,1,578,neu
44,Pre,Control,,0,null
44,Pre,Control,1,670,neu
44,Pre,Control,1,747,con
44,Pre,Control,1,607,neu
44,Pre,Control,,0,null
44,Pre,Control,1,763,con
44,Pre,Control,,0,null
44,Pre,Control,1,643,con
44,Pre,Control,,0,null
44,Pre,Control,1,787,con
44,Pre,Control,,0,null
44,Pre,Control,1,691,inc
44,Pre,Control,1,666,neu
44,Pre,Control,1,673,inc
44,Pre,Control,1,680,con
44,Pre,Control,1,671,inc
44,Pre,Control,1,713,neu
44,Pre,Control,1,626,inc
44,Pre,Control,1,532,neu
44,Pre,Control,1,640,con
44,Pre,Control,1,684,inc
44,Pre,Control,1,629,inc
44,Pre,Control,1,485,con
44,Pre,Control,1,517,neu
44,Pre,Control,,0,null
44,Pre,Control,1,542,neu
44,Pre,Control,1,534,neu
44,Pre,Control,,0,null
44,Pre,Control,1,544,neu
44,Pre,Control,0,787,inc
44,Pre,Control,,0,null
44,Pre,Control,1,624,con
44,Pre,Control,1,632,inc
44,Pre,Control,1,518,con
44,Pre,Control,,0,null
44,Pre,Control,1,531,neu
44,Pre,Control,1,527,con
44,Pre,Control,,0,null
44,Pre,Control,1,611,inc
44,Pre,Control,,0,null
44,Pre,Control,1,652,inc
44,Pre,Control,1,740,inc
44,Pre,Control,1,526,neu
44,Pre,Control,1,602,inc
44,Pre,Control,,0,null
44,Pre,Control,1,548,neu
44,Pre,Control,1,539,neu
44,Pre,Control,1,586,inc
44,Pre,Control,1,522,inc
44,Pre,Control,1,490,neu
44,Pre,Control,1,540,neu
44,Pre,Control,,0,null
44,Pre,Control,1,473,con
44,Pre,Control,1,531,neu
44,Pre,Control,,0,null
44,Pre,Control,1,675,con
44,Pre,Control,1,753,inc
44,Pre,Control,1,480,neu
44,Pre,Control,,0,null
44,Pre,Control,1,523,neu
44,Pre,Control,,0,null
44,Pre,Control,1,709,inc
44,Pre,Control,,0,null
44,Pre,Control,1,578,neu
44,Pre,Control,1,685,con
44,Pre,Control,1,512,con
44,Pre,Control,1,542,neu
44,Pre,Control,,0,null
44,Pre,Control,1,795,inc
44,Pre,Control,1,715,inc
44,Pre,Control,,0,null
44,Pre,Control,1,596,neu
44,Pre,Control,,0,null
44,Pre,Control,1,772,inc
44,Pre,Control,,0,null
44,Pre,Control,1,550,neu
44,Pre,Control,,0,null
44,Pre,Control,1,691,con
44,Pre,Control,,0,null
44,Pre,Control,1,897,con
44,Pre,Control,1,520,neu
44,Pre,Control,1,655,inc
44,Pre,Control,1,551,con
44,Pre,Control,1,543,con
44,Pre,Control,1,638,con
44,Pre,Control,,0,null
44,Pre,Control,1,679,con
44,Pre,Control,1,540,con
44,Pre,Control,1,756,inc
44,Pre,Control,1,565,neu
44,Pre,Control,1,693,inc
44,Pre,Control,,0,null
44,Pre,Control,1,615,con
44,Pre,Control,1,629,con
44,Pre,Control,1,865,con
44,Pre,Control,1,511,con
44,Pre,Control,,0,null
44,Pre,Control,0,720,inc
44,Pre,Control,1,566,con
44,Pre,Control,,0,null
44,Pre,Control,1,548,neu
44,Pre,Control,,0,null
44,Pre,Control,1,627,con
44,Pre,Control,1,680,con
44,Pre,Control,1,641,inc
44,Pre,Control,,0,null
44,Pre,Control,1,627,con
44,Pre,Control,0,749,inc
44,Pre,Control,1,683,neu
44,Pre,Control,,0,null
44,Pre,Control,1,580,neu
44,Pre,Control,,0,null
44,Pre,Control,1,568,neu
44,Pre,Control,1,493,con
44,Pre,Control,,0,null
44,Pre,Control,1,546,neu
44,Pre,Control,1,576,neu
44,Pre,Control,1,882,inc
44,Pre,Control,1,509,neu
44,Pre,Control,,0,null
44,Pre,Control,1,651,neu
44,Pre,Control,,0,null
45,Pre,Control,1,589,neu
45,Pre,Control,1,1298,con
45,Pre,Control,1,673,neu
45,Pre,Control,1,450,neu
45,Pre,Control,1,967,con
45,Pre,Control,,0,null
45,Pre,Control,1,961,inc
45,Pre,Control,1,612,neu
45,Pre,Control,1,553,neu
45,Pre,Control,1,500,neu
45,Pre,Control,1,919,con
45,Pre,Control,1,785,inc
45,Pre,Control,1,737,neu
45,Pre,Control,,0,null
45,Pre,Control,1,619,neu
45,Pre,Control,1,733,inc
45,Pre,Control,,0,null
45,Pre,Control,1,685,con
45,Pre,Control,1,631,inc
45,Pre,Control,1,576,con
45,Pre,Control,1,504,neu
45,Pre,Control,1,749,inc
45,Pre,Control,1,672,inc
45,Pre,Control,1,594,con
45,Pre,Control,,0,null
45,Pre,Control,1,715,inc
45,Pre,Control,,0,null
45,Pre,Control,1,774,inc
45,Pre,Control,,0,null
45,Pre,Control,1,695,inc
45,Pre,Control,1,671,con
45,Pre,Control,1,588,neu
45,Pre,Control,1,547,neu
45,Pre,Control,1,669,con
45,Pre,Control,1,593,neu
45,Pre,Control,,0,null
45,Pre,Control,1,702,inc
45,Pre,Control,1,611,neu
45,Pre,Control,1,730,inc
45,Pre,Control,,0,null
45,Pre,Control,1,641,neu
45,Pre,Control,1,800,inc
45,Pre,Control,1,639,con
45,Pre,Control,,0,null
45,Pre,Control,0,0,inc
45,Pre,Control,,0,null
45,Pre,Control,0,0,con
45,Pre,Control,,0,null
45,Pre,Control,1,653,neu
45,Pre,Control,,0,null
45,Pre,Control,1,1080,neu
45,Pre,Control,1,681,inc
45,Pre,Control,1,709,neu
45,Pre,Control,1,568,con
45,Pre,Control,1,719,inc
45,Pre,Control,1,804,inc
45,Pre,Control,1,621,con
45,Pre,Control,1,666,neu
45,Pre,Control,1,762,neu
45,Pre,Control,1,1406,inc
45,Pre,Control,1,603,neu
45,Pre,Control,1,788,inc
45,Pre,Control,0,0,con
45,Pre,Control,,0,null
45,Pre,Control,1,960,con
45,Pre,Control,1,605,neu
45,Pre,Control,,0,null
45,Pre,Control,1,902,con
45,Pre,Control,1,560,neu
45,Pre,Control,,0,null
45,Pre,Control,1,841,con
45,Pre,Control,0,0,inc
45,Pre,Control,1,571,con
45,Pre,Control,,0,null
45,Pre,Control,1,803,con
45,Pre,Control,1,580,con
45,Pre,Control,,0,null
45,Pre,Control,1,699,con
45,Pre,Control,,0,null
45,Pre,Control,1,853,inc
45,Pre,Control,1,672,con
45,Pre,Control,1,699,inc
45,Pre,Control,1,762,neu
45,Pre,Control,,0,null
45,Pre,Control,1,785,neu
45,Pre,Control,1,719,con
45,Pre,Control,1,628,con
45,Pre,Control,1,580,neu
45,Pre,Control,0,0,inc
45,Pre,Control,1,631,con
45,Pre,Control,,0,null
45,Pre,Control,1,847,inc
45,Pre,Control,1,761,con
45,Pre,Control,,0,null
45,Pre,Control,1,891,inc
45,Pre,Control,0,0,con
45,Pre,Control,1,603,neu
45,Pre,Control,,0,null
45,Pre,Control,1,678,con
45,Pre,Control,,0,null
45,Pre,Control,0,0,neu
45,Pre,Control,,0,null
45,Pre,Control,1,936,con
45,Pre,Control,1,572,neu
45,Pre,Control,1,581,neu
45,Pre,Control,0,0,inc
45,Pre,Control,,0,null
45,Pre,Control,1,845,neu
45,Pre,Control,1,657,inc
45,Pre,Control,,0,null
45,Pre,Control,1,632,con
45,Pre,Control,,0,null
45,Pre,Control,1,721,inc
45,Pre,Control,,0,null
45,Pre,Control,1,693,inc
45,Pre,Control,,0,null
45,Pre,Control,0,0,neu
45,Pre,Control,,0,null
45,Pre,Control,0,0,neu
45,Pre,Control,1,580,neu
45,Pre,Control,0,0,inc
45,Pre,Control,1,611,con
45,Pre,Control,1,517,con
45,Pre,Control,1,733,con
45,Pre,Control,,0,null
45,Pre,Control,0,0,con
45,Pre,Control,1,617,inc
45,Pre,Control,1,663,con
45,Pre,Control,1,715,con
45,Pre,Control,0,0,neu
45,Pre,Control,,0,null
45,Pre,Control,0,0,inc
45,Pre,Control,1,1134,con
45,Pre,Control,1,563,con
45,Pre,Control,1,1069,inc
45,Pre,Control,,0,null
45,Pre,Control,1,883,inc
45,Pre,Control,1,550,neu
45,Pre,Control,,0,null
45,Pre,Control,1,689,neu
45,Pre,Control,,0,null
45,Pre,Control,0,0,inc
45,Pre,Control,1,785,inc
45,Pre,Control,1,664,con
45,Pre,Control,,0,null
45,Pre,Control,1,770,inc
45,Pre,Control,1,735,inc
45,Pre,Control,1,659,con
45,Pre,Control,,0,null
45,Pre,Control,1,757,inc
45,Pre,Control,,0,null
45,Pre,Control,1,1521,inc
45,Pre,Control,1,653,inc
45,Pre,Control,,0,null
45,Pre,Control,1,598,neu
45,Pre,Control,0,0,neu
45,Pre,Control,1,660,con
45,Pre,Control,0,0,neu
45,Pre,Control,,0,null
45,Pre,Control,1,667,neu
45,Pre,Control,,0,null
45,Post,Control,1,1142,neu
45,Post,Control,1,768,con
45,Post,Control,1,660,neu
45,Post,Control,1,566,neu
45,Post,Control,1,692,con
45,Post,Control,,0,null
45,Post,Control,1,886,inc
45,Post,Control,1,582,neu
45,Post,Control,1,512,neu
45,Post,Control,1,479,neu
45,Post,Control,1,867,con
45,Post,Control,1,782,inc
45,Post,Control,1,784,neu
45,Post,Control,,0,null
45,Post,Control,1,622,neu
45,Post,Control,1,741,inc
45,Post,Control,,0,null
45,Post,Control,1,668,con
45,Post,Control,1,689,inc
45,Post,Control,1,796,con
45,Post,Control,1,518,neu
45,Post,Control,1,734,inc
45,Post,Control,1,654,inc
45,Post,Control,1,705,con
45,Post,Control,,0,null
45,Post,Control,1,795,inc
45,Post,Control,,0,null
45,Post,Control,1,787,inc
45,Post,Control,,0,null
45,Post,Control,1,795,inc
45,Post,Control,1,605,con
45,Post,Control,1,581,neu
45,Post,Control,1,571,neu
45,Post,Control,1,576,con
45,Post,Control,1,621,neu
45,Post,Control,,0,null
45,Post,Control,1,873,inc
45,Post,Control,1,891,neu
45,Post,Control,1,744,inc
45,Post,Control,,0,null
45,Post,Control,1,649,neu
45,Post,Control,1,711,inc
45,Post,Control,1,655,con
45,Post,Control,,0,null
45,Post,Control,1,915,inc
45,Post,Control,,0,null
45,Post,Control,1,752,con
45,Post,Control,,0,null
45,Post,Control,1,659,neu
45,Post,Control,,0,null
45,Post,Control,1,621,neu
45,Post,Control,1,719,inc
45,Post,Control,1,658,neu
45,Post,Control,1,615,con
45,Post,Control,1,719,inc
45,Post,Control,1,780,inc
45,Post,Control,1,578,con
45,Post,Control,1,582,neu
45,Post,Control,1,675,neu
45,Post,Control,1,727,inc
45,Post,Control,1,617,neu
45,Post,Control,1,942,inc
45,Post,Control,1,782,con
45,Post,Control,,0,null
45,Post,Control,1,669,con
45,Post,Control,1,676,neu
45,Post,Control,,0,null
45,Post,Control,1,650,con
45,Post,Control,1,497,neu
45,Post,Control,,0,null
45,Post,Control,1,756,con
45,Post,Control,1,1149,inc
45,Post,Control,1,719,con
45,Post,Control,,0,null
45,Post,Control,1,677,con
45,Post,Control,1,762,con
45,Post,Control,,0,null
45,Post,Control,1,728,con
45,Post,Control,,0,null
45,Post,Control,1,1101,inc
45,Post,Control,1,966,con
45,Post,Control,1,696,inc
45,Post,Control,1,604,neu
45,Post,Control,,0,null
45,Post,Control,1,720,neu
45,Post,Control,1,573,con
45,Post,Control,1,791,con
45,Post,Control,1,604,neu
45,Post,Control,1,717,inc
45,Post,Control,1,633,con
45,Post,Control,,0,null
45,Post,Control,1,1347,inc
45,Post,Control,1,1084,con
45,Post,Control,,0,null
45,Post,Control,1,842,inc
45,Post,Control,1,581,con
45,Post,Control,1,636,neu
45,Post,Control,,0,null
45,Post,Control,0,0,con
45,Post,Control,,0,null
45,Post,Control,1,614,neu
45,Post,Control,,0,null
45,Post,Control,1,773,con
45,Post,Control,1,781,neu
45,Post,Control,1,689,neu
45,Post,Control,1,715,inc
45,Post,Control,,0,null
45,Post,Control,1,651,neu
45,Post,Control,1,777,inc
45,Post,Control,,0,null
45,Post,Control,1,673,con
45,Post,Control,,0,null
45,Post,Control,1,781,inc
45,Post,Control,,0,null
45,Post,Control,1,850,inc
45,Post,Control,,0,null
45,Post,Control,1,687,neu
45,Post,Control,,0,null
45,Post,Control,1,643,neu
45,Post,Control,1,599,neu
45,Post,Control,1,987,inc
45,Post,Control,1,559,con
45,Post,Control,1,566,con
45,Post,Control,0,0,con
45,Post,Control,,0,null
45,Post,Control,0,0,con
45,Post,Control,1,805,inc
45,Post,Control,1,590,con
45,Post,Control,1,586,con
45,Post,Control,1,481,neu
45,Post,Control,,0,null
45,Post,Control,1,1122,inc
45,Post,Control,1,760,con
45,Post,Control,1,547,con
45,Post,Control,1,1013,inc
45,Post,Control,,0,null
45,Post,Control,1,1239,inc
45,Post,Control,1,509,neu
45,Post,Control,,0,null
45,Post,Control,0,0,neu
45,Post,Control,,0,null
45,Post,Control,1,900,inc
45,Post,Control,1,640,inc
45,Post,Control,1,636,con
45,Post,Control,,0,null
45,Post,Control,1,829,inc
45,Post,Control,1,725,inc
45,Post,Control,0,0,con
45,Post,Control,,0,null
45,Post,Control,1,805,inc
45,Post,Control,,0,null
45,Post,Control,1,765,inc
45,Post,Control,1,945,inc
45,Post,Control,,0,null
45,Post,Control,1,676,neu
45,Post,Control,0,0,neu
45,Post,Control,1,548,con
45,Post,Control,1,862,neu
45,Post,Control,,0,null
45,Post,Control,1,667,neu
45,Post,Control,,0,null
51,Pre,Control,1,677,con
51,Pre,Control,1,487,neu
51,Pre,Control,1,940,inc
51,Pre,Control,1,550,con
51,Pre,Control,1,468,neu
51,Pre,Control,,0,null
51,Pre,Control,1,678,neu
51,Pre,Control,1,951,inc
51,Pre,Control,1,579,con
51,Pre,Control,1,646,neu
51,Pre,Control,1,656,con
51,Pre,Control,1,601,con
51,Pre,Control,1,799,inc
51,Pre,Control,,0,null
51,Pre,Control,1,671,neu
51,Pre,Control,1,623,neu
51,Pre,Control,,0,null
51,Pre,Control,1,677,con
51,Pre,Control,1,842,inc
51,Pre,Control,1,781,inc
51,Pre,Control,1,614,neu
51,Pre,Control,1,641,neu
51,Pre,Control,1,669,con
51,Pre,Control,1,551,con
51,Pre,Control,,0,null
51,Pre,Control,0,901,inc
51,Pre,Control,,0,null
51,Pre,Control,1,747,con
51,Pre,Control,,0,null
51,Pre,Control,1,1171,inc
51,Pre,Control,0,866,inc
51,Pre,Control,1,677,neu
51,Pre,Control,1,890,inc
51,Pre,Control,1,667,con
51,Pre,Control,1,639,neu
51,Pre,Control,,0,null
51,Pre,Control,1,726,neu
51,Pre,Control,1,526,con
51,Pre,Control,1,622,con
51,Pre,Control,,0,null
51,Pre,Control,1,775,neu
51,Pre,Control,1,614,con
51,Pre,Control,1,614,neu
51,Pre,Control,,0,null
51,Pre,Control,1,747,con
51,Pre,Control,,0,null
51,Pre,Control,1,824,con
51,Pre,Control,,0,null
51,Pre,Control,1,1156,inc
51,Pre,Control,,0,null
51,Pre,Control,1,828,con
51,Pre,Control,1,562,con
51,Pre,Control,1,674,con
51,Pre,Control,1,628,con
51,Pre,Control,1,809,inc
51,Pre,Control,1,695,con
51,Pre,Control,1,895,inc
51,Pre,Control,1,644,con
51,Pre,Control,1,757,inc
51,Pre,Control,1,738,con
51,Pre,Control,1,581,con
51,Pre,Control,1,569,con
51,Pre,Control,1,544,neu
51,Pre,Control,,0,null
51,Pre,Control,1,854,inc
51,Pre,Control,1,515,neu
51,Pre,Control,,0,null
51,Pre,Control,1,799,inc
51,Pre,Control,1,803,inc
51,Pre,Control,,0,null
51,Pre,Control,1,702,con
51,Pre,Control,1,644,neu
51,Pre,Control,1,663,con
51,Pre,Control,,0,null
51,Pre,Control,1,1442,inc
51,Pre,Control,1,553,neu
51,Pre,Control,,0,null
51,Pre,Control,1,632,neu
51,Pre,Control,,0,null
51,Pre,Control,1,1098,inc
51,Pre,Control,1,861,inc
51,Pre,Control,1,786,inc
51,Pre,Control,1,556,neu
51,Pre,Control,,0,null
51,Pre,Control,1,780,inc
51,Pre,Control,1,1264,inc
51,Pre,Control,1,1338,inc
51,Pre,Control,1,620,neu
51,Pre,Control,1,611,con
51,Pre,Control,1,619,neu
51,Pre,Control,,0,null
51,Pre,Control,1,609,neu
51,Pre,Control,1,538,con
51,Pre,Control,,0,null
51,Pre,Control,1,1150,inc
51,Pre,Control,1,588,neu
51,Pre,Control,1,945,inc
51,Pre,Control,,0,null
51,Pre,Control,1,601,neu
51,Pre,Control,,0,null
51,Pre,Control,1,716,con
51,Pre,Control,,0,null
51,Pre,Control,1,976,inc
51,Pre,Control,1,1159,inc
51,Pre,Control,1,567,con
51,Pre,Control,1,607,con
51,Pre,Control,,0,null
51,Pre,Control,1,1031,inc
51,Pre,Control,1,552,con
51,Pre,Control,,0,null
51,Pre,Control,1,977,inc
51,Pre,Control,,0,null
51,Pre,Control,1,639,neu
51,Pre,Control,,0,null
51,Pre,Control,1,798,neu
51,Pre,Control,,0,null
51,Pre,Control,1,737,neu
51,Pre,Control,,0,null
51,Pre,Control,1,754,neu
51,Pre,Control,0,1788,inc
51,Pre,Control,1,606,con
51,Pre,Control,1,588,neu
51,Pre,Control,1,600,neu
51,Pre,Control,1,609,neu
51,Pre,Control,,0,null
51,Pre,Control,1,555,con
51,Pre,Control,1,1391,inc
51,Pre,Control,1,569,neu
51,Pre,Control,1,563,neu
51,Pre,Control,1,596,con
51,Pre,Control,,0,null
51,Pre,Control,1,1037,inc
51,Pre,Control,1,792,con
51,Pre,Control,1,714,inc
51,Pre,Control,1,585,con
