subject,session,group,stimtype,letter_ACC,letter_RT,probe_ACC,probe_RT
11,1,Experimental,8,1,1385,1,187
11,1,Experimental,-1,1,1377,1,531
11,1,Experimental,-1,1,1593,1,484
11,1,Experimental,-1,1,1761,1,183
11,1,Experimental,-1,1,1841,1,180
11,1,Experimental,8,1,1533,1,586
11,1,Experimental,8,1,1296,1,597
11,1,Experimental,8,1,1488,1,494
11,1,Experimental,8,1,1667,1,188
11,1,Experimental,2,1,1604,0,495
11,1,Experimental,-1,1,1470,1,253
11,1,Experimental,8,1,1444,1,276
11,1,Experimental,-1,1,1472,1,479
11,1,Experimental,6,1,1467,1,330
11,1,Experimental,4,1,1683,0,571
11,1,Experimental,-1,1,1303,1,172
11,1,Experimental,-1,1,1326,1,498
11,1,Experimental,-1,1,3242,1,239
11,1,Experimental,4,1,1460,0,244
11,1,Experimental,-1,1,1561,1,197
11,1,Experimental,2,1,1328,0,244
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,,,,,
11,2,Experimental,-1,1,1781,1,1930
11,2,Experimental,6,0,3298,0,1653
11,2,Experimental,-1,1,1947,1,2778
11,2,Experimental,8,1,1494,1,1636
11,2,Experimental,6,1,1411,1,1284
11,2,Experimental,-1,1,2080,0,1675
11,2,Experimental,6,1,1638,1,1312
11,2,Experimental,8,1,1918,1,702
11,2,Experimental,2,1,1750,0,924
11,2,Experimental,-1,1,1684,1,700
11,2,Experimental,-1,1,2012,1,841
11,2,Experimental,6,1,1600,1,811
11,2,Experimental,8,1,1684,1,700
11,2,Experimental,-1,1,1742,1,1828
11,2,Experimental,-1,1,1870,1,704
11,2,Experimental,2,1,1930,1,1402
11,2,Experimental,-1,1,1604,1,767
11,2,Experimental,4,1,1777,0,774
11,2,Experimental,4,1,1399,1,585
11,2,Experimental,2,1,1615,0,730
11,2,Experimental,-1,1,1689,1,720
11,2,Experimental,-1,1,1889,1,610
11,2,Experimental,2,1,1665,0,586
11,2,Experimental,8,1,1552,1,492
11,2,Experimental,2,1,1612,0,630
11,2,Experimental,-1,1,2120,1,610
11,2,Experimental,-1,1,1799,1,459
11,2,Experimental,-1,1,1834,1,812
11,2,Experimental,-1,1,2193,0,3752
11,2,Experimental,-1,1,1698,1,858
11,2,Experimental,6,1,2290,1,614
11,2,Experimental,-1,1,1625,1,611
11,2,Experimental,6,1,1441,1,513
11,2,Experimental,-1,1,1886,1,847
11,2,Experimental,-1,1,1719,1,606
11,2,Experimental,4,1,1554,1,558
11,2,Experimental,4,1,1418,1,491
11,2,Experimental,-1,1,1638,1,559
11,2,Experimental,-1,1,1591,1,529
11,2,Experimental,-1,1,1618,1,492
11,2,Experimental,4,1,1450,1,474
11,2,Experimental,-1,1,1770,1,464
11,2,Experimental,8,1,1722,1,305
11,2,Experimental,-1,1,1635,1,652
11,2,Experimental,4,1,1512,0,597
11,2,Experimental,8,1,1468,1,523
11,2,Experimental,-1,1,1494,1,644
11,2,Experimental,2,1,1485,0,620
11,2,Experimental,8,1,1364,1,566
11,2,Experimental,-1,1,1441,1,417
11,2,Experimental,-1,1,1869,1,286
11,2,Experimental,4,1,1429,1,533
11,2,Experimental,2,1,1958,0,741
11,2,Experimental,8,1,1639,1,671
11,2,Experimental,4,1,1343,1,322
11,2,Experimental,-1,1,1784,1,653
11,2,Experimental,2,1,1469,0,588
11,2,Experimental,-1,1,1598,1,585
11,2,Experimental,-1,1,3005,1,329
11,2,Experimental,4,1,1369,1,411
11,2,Experimental,-1,1,1651,1,588
11,2,Experimental,6,1,1810,1,518
11,2,Experimental,6,1,1665,0,602
11,2,Experimental,-1,1,1477,1,579
11,2,Experimental,6,1,2743,1,347
11,2,Experimental,4,1,1380,1,294
11,2,Experimental,-1,1,1359,1,290
11,2,Experimental,-1,1,1447,1,567
11,2,Experimental,2,1,1679,1,455
11,2,Experimental,2,1,1605,0,287
11,2,Experimental,-1,1,1260,1,258
11,2,Experimental,4,1,1508,1,546
11,2,Experimental,8,1,1807,1,243
11,2,Experimental,-1,1,1559,1,276
11,2,Experimental,6,1,1512,0,246
11,2,Experimental,4,1,1453,1,220
11,2,Experimental,-1,1,1353,1,235
11,2,Experimental,-1,1,1502,1,556
11,2,Experimental,-1,1,2178,1,282
11,2,Experimental,-1,1,1647,1,632
11,2,Experimental,8,1,1709,0,244
11,2,Experimental,-1,1,1380,1,230
11,2,Experimental,6,1,1321,1,557
11,2,Experimental,-1,1,1296,1,549
11,2,Experimental,2,1,1689,1,897
11,2,Experimental,-1,1,1561,1,277
11,2,Experimental,-1,1,1714,1,250
11,2,Experimental,-1,1,1330,1,245
11,2,Experimental,8,1,1582,0,233
11,2,Experimental,6,1,1513,1,551
11,2,Experimental,-1,1,1428,1,227
11,2,Experimental,-1,1,1384,1,234
11,2,Experimental,-1,1,1267,1,217
11,2,Experimental,8,1,1651,0,1372
11,2,Experimental,-1,1,1529,1,519
11,2,Experimental,2,1,1569,0,445
11,2,Experimental,-1,1,1344,1,803
11,2,Experimental,-1,1,1295,1,371
11,2,Experimental,-1,1,1267,1,329
11,2,Experimental,4,1,1384,1,331
11,2,Experimental,-1,1,1307,1,239
11,2,Experimental,6,1,1404,1,253
11,2,Experimental,-1,1,1454,1,1821
11,2,Experimental,-1,1,1430,1,246
11,2,Experimental,8,1,1497,0,663
11,2,Experimental,6,1,1858,1,628
11,2,Experimental,-1,1,1367,1,330
11,2,Experimental,4,1,1206,1,189
11,2,Experimental,6,1,1392,1,514
11,2,Experimental,2,1,1525,0,242
11,2,Experimental,-1,1,4859,1,266
11,2,Experimental,4,1,1913,0,218
11,2,Experimental,-1,1,1339,1,238
11,2,Experimental,-1,1,1334,1,201
11,2,Experimental,-1,1,1572,1,223
11,2,Experimental,2,1,1416,0,249
11,2,Experimental,2,1,1314,0,502
11,2,Experimental,2,0,6652,0,192
11,2,Experimental,-1,1,1510,1,564
11,2,Experimental,-1,1,1298,1,502
11,2,Experimental,-1,1,1293,1,210
11,2,Experimental,-1,1,1379,1,501
11,2,Experimental,-1,1,1280,1,261
11,2,Experimental,6,1,1144,1,226
11,2,Experimental,-1,1,1323,1,239
11,2,Experimental,4,1,1362,1,724
11,2,Experimental,8,1,1787,1,272
11,2,Experimental,4,1,1252,1,810
11,2,Experimental,2,1,1528,1,197
11,2,Experimental,8,1,1470,0,205
11,2,Experimental,2,1,1395,0,196
11,2,Experimental,-1,1,1382,1,296
11,2,Experimental,8,1,2813,1,288
11,2,Experimental,-1,1,1397,1,566
11,2,Experimental,-1,1,1342,1,194
11,2,Experimental,4,1,1692,1,532
11,2,Experimental,8,0,2262,0,715
11,2,Experimental,-1,1,1556,1,448
11,2,Experimental,6,1,1287,1,204
11,2,Experimental,-1,1,1290,1,223
11,2,Experimental,8,1,1795,1,232
11,2,Experimental,-1,1,1398,1,216
11,2,Experimental,6,1,1282,1,199
11,2,Experimental,-1,1,1402,1,620
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,,,,,
12,1,Experimental,-1,1,2964,1,2322
12,1,Experimental,8,1,1349,1,873
12,1,Experimental,-1,1,1508,1,1185
12,1,Experimental,6,1,1104,1,827
12,1,Experimental,-1,1,1569,1,925
12,1,Experimental,-1,1,1383,1,617
12,1,Experimental,8,1,1157,1,1358
12,1,Experimental,2,0,2773,0,698
12,1,Experimental,-1,1,1465,1,600
12,1,Experimental,2,1,1400,0,602
12,1,Experimental,-1,1,1346,1,566
12,1,Experimental,-1,1,1304,1,828
12,1,Experimental,-1,1,1295,1,756
12,1,Experimental,4,1,1827,1,950
12,1,Experimental,-1,1,1613,1,888
12,1,Experimental,2,1,780,1,1186
12,1,Experimental,-1,1,3580,1,838
12,1,Experimental,-1,1,1006,1,764
12,1,Experimental,-1,1,1832,0,715
12,1,Experimental,4,1,999,1,853
12,1,Experimental,4,1,1612,1,822
12,1,Experimental,4,1,1969,1,735
12,1,Experimental,4,1,984,1,727
12,1,Experimental,2,1,670,1,839
12,1,Experimental,-1,1,1654,1,815
12,1,Experimental,-1,1,990,1,748
12,1,Experimental,-1,1,1405,0,878
12,1,Experimental,8,1,1544,1,2708
12,1,Experimental,8,1,1138,1,636
12,1,Experimental,4,1,1919,1,911
12,1,Experimental,-1,1,1169,1,810
12,1,Experimental,-1,1,6461,1,1335
12,1,Experimental,-1,1,1311,1,883
12,1,Experimental,-1,1,1694,1,790
12,1,Experimental,-1,0,3295,1,929
12,1,Experimental,8,1,1656,1,801
12,1,Experimental,6,1,1295,1,1219
12,1,Experimental,-1,0,3512,1,739
12,1,Experimental,6,1,2047,1,779
12,1,Experimental,-1,1,1650,1,2155
12,1,Experimental,2,1,1280,0,709
12,1,Experimental,8,1,1420,1,796
12,1,Experimental,-1,1,1727,0,757
12,1,Experimental,2,1,2071,1,834
12,1,Experimental,6,1,1465,1,728
12,1,Experimental,6,1,1085,1,745
12,1,Experimental,6,1,1032,1,742
12,1,Experimental,-1,1,791,1,716
12,1,Experimental,6,1,1108,1,831
12,1,Experimental,2,1,1550,0,1770
12,1,Experimental,-1,1,1859,1,837
12,1,Experimental,4,1,985,1,792
12,1,Experimental,4,1,1133,1,615
12,1,Experimental,-1,1,1582,1,698
12,1,Experimental,4,1,732,1,660
12,1,Experimental,-1,1,1132,1,630
12,1,Experimental,4,1,1712,1,1110
12,1,Experimental,8,1,1759,1,917
12,1,Experimental,8,1,2129,1,1258
12,1,Experimental,-1,1,1339,1,766
12,1,Experimental,6,1,891,1,829
12,1,Experimental,-1,1,1175,1,800
12,1,Experimental,8,1,1291,1,848
12,1,Experimental,-1,1,1266,1,1000
12,1,Experimental,6,1,1090,1,669
12,1,Experimental,6,1,1712,0,1015
12,1,Experimental,6,1,1140,1,686
12,1,Experimental,-1,1,1289,1,718
12,1,Experimental,2,1,1471,0,781
12,1,Experimental,8,1,1090,1,813
12,1,Experimental,-1,1,1468,1,779
12,1,Experimental,-1,1,6376,1,966
12,1,Experimental,-1,1,1228,1,659
12,1,Experimental,2,1,1107,1,750
12,1,Experimental,4,1,1141,1,1071
12,1,Experimental,8,1,1153,1,699
12,1,Experimental,-1,1,1100,1,663
12,1,Experimental,-1,1,1886,1,671
12,1,Experimental,-1,1,1219,1,666
12,1,Experimental,4,1,1202,1,1050
12,1,Experimental,-1,0,3168,1,663
12,1,Experimental,-1,1,3614,0,2215
12,1,Experimental,-1,1,1689,1,786
12,1,Experimental,-1,1,1327,1,675
12,1,Experimental,-1,1,1176,1,704
12,1,Experimental,-1,1,1187,1,699
12,1,Experimental,8,1,1198,1,822
12,1,Experimental,6,1,1083,1,1367
12,1,Experimental,2,1,1347,0,775
12,1,Experimental,-1,1,1578,1,821
12,1,Experimental,2,1,2090,0,788
12,1,Experimental,-1,1,1490,0,816
12,1,Experimental,-1,1,2154,1,675
12,1,Experimental,-1,1,1162,1,755
12,1,Experimental,2,1,927,1,768
12,1,Experimental,-1,1,1480,0,871
12,1,Experimental,8,1,1076,1,656
12,1,Experimental,4,1,837,1,633
12,1,Experimental,-1,1,1426,1,770
12,1,Experimental,-1,1,1194,1,675
12,1,Experimental,-1,1,1181,1,694
12,1,Experimental,2,1,811,1,2352
12,1,Experimental,8,1,1261,1,707
12,1,Experimental,-1,1,1172,1,637
12,1,Experimental,2,1,1139,0,685
12,1,Experimental,-1,1,3142,1,670
12,1,Experimental,-1,1,1310,1,642
12,1,Experimental,2,1,1587,1,701
12,1,Experimental,-1,1,1380,1,790
12,1,Experimental,4,1,1104,1,811
12,1,Experimental,8,1,1273,1,622
12,1,Experimental,-1,1,2043,1,728
12,1,Experimental,-1,1,1247,1,646
12,1,Experimental,-1,1,1149,1,582
12,1,Experimental,4,1,1175,1,1135
12,1,Experimental,6,1,1275,1,688
12,1,Experimental,2,1,1332,0,1080
12,1,Experimental,6,1,1005,1,778
12,1,Experimental,-1,1,1682,1,1530
12,1,Experimental,-1,1,2389,1,1094
12,1,Experimental,-1,1,1146,1,739
12,1,Experimental,6,1,1254,0,812
12,1,Experimental,-1,1,1120,1,667
12,1,Experimental,6,1,1348,0,839
12,1,Experimental,-1,1,1795,1,1320
12,1,Experimental,4,1,1178,1,707
12,1,Experimental,8,1,1381,1,695
12,1,Experimental,-1,1,1132,1,630
12,1,Experimental,-1,1,1421,1,653
12,1,Experimental,4,1,1021,1,619
12,1,Experimental,6,1,970,1,778
12,1,Experimental,-1,1,1373,1,687
12,1,Experimental,-1,1,1126,1,736
12,1,Experimental,-1,1,1084,1,616
12,1,Experimental,2,1,1121,1,651
12,1,Experimental,4,1,1028,1,608
12,1,Experimental,-1,1,1124,1,638
12,1,Experimental,2,0,4877,0,1083
12,1,Experimental,8,1,2773,1,1145
12,1,Experimental,6,1,1322,1,574
12,1,Experimental,-1,1,1536,1,573
12,1,Experimental,-1,1,1251,1,618
12,1,Experimental,-1,1,1434,1,490
12,1,Experimental,8,1,975,1,782
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,,,,,
12,2,Experimental,-1,1,2704,1,1895
12,2,Experimental,4,1,1500,1,1162
12,2,Experimental,-1,1,1823,1,946
12,2,Experimental,2,1,1542,1,835
12,2,Experimental,-1,1,4689,1,1622
12,2,Experimental,-1,1,1571,1,622
12,2,Experimental,6,1,6141,0,1457
12,2,Experimental,8,1,1663,1,680
12,2,Experimental,-1,1,1707,1,642
12,2,Experimental,4,1,1628,0,597
12,2,Experimental,4,1,2356,0,757
12,2,Experimental,-1,1,2576,1,810
12,2,Experimental,4,1,1094,1,482
12,2,Experimental,-1,1,2337,1,451
12,2,Experimental,-1,1,1621,1,543
12,2,Experimental,4,1,1880,1,570
12,2,Experimental,-1,1,1636,1,557
12,2,Experimental,6,1,4265,1,780
12,2,Experimental,6,0,4080,0,569
12,2,Experimental,2,1,1385,0,491
12,2,Experimental,-1,1,1543,1,484
12,2,Experimental,2,1,1776,0,485
12,2,Experimental,6,1,1209,1,481
12,2,Experimental,-1,1,1864,1,538
12,2,Experimental,6,1,1270,1,507
12,2,Experimental,4,1,1585,1,636
12,2,Experimental,8,1,1352,1,475
12,2,Experimental,-1,1,1724,1,546
12,2,Experimental,-1,1,1588,1,415
12,2,Experimental,8,1,1257,1,559
12,2,Experimental,2,1,1232,1,552
12,2,Experimental,2,1,1554,1,1246
12,2,Experimental,8,1,1397,1,534
12,2,Experimental,-1,1,1873,0,515
12,2,Experimental,-1,1,1249,0,536
12,2,Experimental,-1,1,1376,1,466
12,2,Experimental,6,1,2259,1,568
12,2,Experimental,-1,1,2086,1,545
12,2,Experimental,8,1,1890,1,691
12,2,Experimental,2,1,1716,1,491
12,2,Experimental,-1,1,2129,1,427
12,2,Experimental,-1,1,1487,1,460
12,2,Experimental,-1,1,1553,1,429
12,2,Experimental,8,1,2081,0,459
12,2,Experimental,-1,1,1400,1,457
12,2,Experimental,-1,1,1427,1,627
12,2,Experimental,-1,1,1298,1,519
12,2,Experimental,-1,1,1870,1,480
12,2,Experimental,4,1,1119,1,1146
12,2,Experimental,-1,1,1169,1,378
12,2,Experimental,8,1,1915,1,395
12,2,Experimental,4,1,1021,1,459
12,2,Experimental,-1,1,1274,0,480
12,2,Experimental,4,1,1171,1,428
12,2,Experimental,-1,1,2135,1,352
12,2,Experimental,-1,1,1267,1,425
12,2,Experimental,8,1,2155,1,452
12,2,Experimental,-1,1,2621,1,871
12,2,Experimental,8,1,1788,1,368
12,2,Experimental,4,1,1132,1,951
12,2,Experimental,-1,1,1317,1,426
12,2,Experimental,-1,1,1423,1,351
12,2,Experimental,-1,1,1541,1,354
12,2,Experimental,-1,1,1636,1,412
12,2,Experimental,-1,1,1767,1,396
12,2,Experimental,6,1,930,1,451
12,2,Experimental,2,1,1559,0,339
12,2,Experimental,2,1,1255,1,397
12,2,Experimental,2,1,1607,1,546
12,2,Experimental,-1,1,1859,0,581
12,2,Experimental,2,1,1310,1,387
12,2,Experimental,-1,1,3435,0,474
12,2,Experimental,2,0,2653,1,485
12,2,Experimental,-1,1,1162,1,371
12,2,Experimental,6,1,1207,0,351
12,2,Experimental,-1,1,1334,1,442
12,2,Experimental,-1,1,1329,1,373
12,2,Experimental,8,1,2026,1,391
12,2,Experimental,8,1,1224,1,415
12,2,Experimental,4,1,1938,0,402
12,2,Experimental,-1,1,1821,1,560
12,2,Experimental,-1,1,1233,1,376
12,2,Experimental,2,1,1153,1,490
12,2,Experimental,-1,1,6393,1,341
12,2,Experimental,-1,1,1353,1,331
12,2,Experimental,6,1,984,1,535
12,2,Experimental,-1,1,1830,1,394
12,2,Experimental,-1,1,1225,1,352
12,2,Experimental,6,1,1104,1,395
12,2,Experimental,6,1,1517,1,410
12,2,Experimental,-1,1,2459,1,425
12,2,Experimental,4,1,1107,1,429
12,2,Experimental,8,1,1048,1,388
12,2,Experimental,-1,0,2663,1,350
12,2,Experimental,6,1,1081,1,405
12,2,Experimental,-1,1,1127,1,386
12,2,Experimental,6,1,1322,1,878
12,2,Experimental,-1,1,1442,1,482
12,2,Experimental,-1,1,2279,1,716
12,2,Experimental,8,1,1199,1,679
12,2,Experimental,-1,1,1403,1,492
12,2,Experimental,8,1,1086,1,506
12,2,Experimental,-1,1,1743,0,517
12,2,Experimental,6,1,1102,1,761
12,2,Experimental,8,1,1241,1,512
12,2,Experimental,-1,1,1339,1,479
12,2,Experimental,-1,1,1947,0,538
12,2,Experimental,-1,1,1517,1,491
12,2,Experimental,-1,1,1334,1,410
12,2,Experimental,4,1,1172,0,429
12,2,Experimental,4,1,1422,1,463
12,2,Experimental,4,1,1681,1,601
12,2,Experimental,-1,0,2613,1,462
12,2,Experimental,6,1,1098,1,437
12,2,Experimental,-1,1,1168,1,473
12,2,Experimental,2,1,1566,1,538
12,2,Experimental,2,1,1005,1,555
12,2,Experimental,-1,1,1761,1,486
12,2,Experimental,-1,1,1145,0,371
12,2,Experimental,2,1,1601,1,427
12,2,Experimental,8,0,1533,1,617
12,2,Experimental,-1,1,1640,0,610
12,2,Experimental,4,1,1314,1,391
12,2,Experimental,2,1,1647,0,360
12,2,Experimental,2,1,1478,1,517
12,2,Experimental,-1,1,1212,0,419
12,2,Experimental,8,1,1235,1,409
12,2,Experimental,6,0,1855,1,417
12,2,Experimental,-1,1,1278,1,499
12,2,Experimental,-1,1,3203,1,2074
12,2,Experimental,8,1,1130,1,468
12,2,Experimental,4,1,1130,1,451
12,2,Experimental,-1,1,2081,1,411
12,2,Experimental,-1,1,1535,1,412
12,2,Experimental,6,1,1283,1,441
12,2,Experimental,4,1,3050,0,453
12,2,Experimental,-1,1,1228,1,387
12,2,Experimental,-1,1,1240,1,399
12,2,Experimental,-1,1,1204,1,412
12,2,Experimental,2,1,1224,1,431
12,2,Experimental,-1,1,2578,1,397
12,2,Experimental,-1,1,1463,0,822
12,2,Experimental,-1,1,1413,1,470
12,2,Experimental,6,1,1179,1,403
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,,,,,
13,1,Control,-1,1,2673,1,2872
13,1,Control,-1,1,8161,1,2627
13,1,Control,2,1,3001,0,1446
13,1,Control,-1,1,1624,1,1698
13,1,Control,-1,1,4599,1,1727
13,1,Control,6,1,1582,1,1530
13,1,Control,-1,1,1613,1,1015
13,1,Control,4,1,1649,1,730
13,1,Control,-1,1,1678,1,1655
13,1,Control,4,1,858,1,685
13,1,Control,-1,1,1484,1,2395
13,1,Control,-1,1,1461,1,1333
13,1,Control,2,1,1206,1,1132
13,1,Control,8,1,1484,1,2522
13,1,Control,-1,1,1482,0,1273
13,1,Control,2,1,1372,0,878
13,1,Control,8,0,1397,0,2022
13,1,Control,8,1,1137,1,762
13,1,Control,-1,1,1296,1,1237
13,1,Control,-1,1,1344,1,884
13,1,Control,4,1,1203,0,1930
13,1,Control,-1,1,1360,1,803
13,1,Control,-1,0,1412,1,805
13,1,Control,6,1,2806,1,1113
13,1,Control,4,1,1172,1,621
13,1,Control,-1,1,1166,0,503
13,1,Control,2,1,1053,1,1802
13,1,Control,-1,1,1498,1,1769
13,1,Control,2,1,1198,0,902
13,1,Control,-1,1,4273,1,1140
13,1,Control,6,1,985,1,568
13,1,Control,-1,1,1152,1,825
13,1,Control,2,1,1262,1,708
13,1,Control,-1,1,1171,1,652
13,1,Control,8,1,1351,1,570
13,1,Control,4,1,1505,0,2607
13,1,Control,6,1,829,1,625
13,1,Control,8,1,1499,1,1016
13,1,Control,-1,0,1547,1,760
13,1,Control,-1,1,1054,1,442
13,1,Control,6,0,1557,1,705
13,1,Control,-1,1,1334,1,553
13,1,Control,4,1,1412,0,837
13,1,Control,-1,1,1337,1,652
13,1,Control,6,0,1924,1,532
13,1,Control,-1,1,1098,1,869
13,1,Control,-1,1,1353,1,620
13,1,Control,8,1,1045,1,578
13,1,Control,2,1,7966,0,9623
13,1,Control,8,1,1194,1,466
13,1,Control,8,1,1019,1,521
13,1,Control,2,1,1158,0,671
13,1,Control,2,1,1104,0,426
13,1,Control,-1,1,1410,1,675
13,1,Control,-1,1,1598,1,505
13,1,Control,2,1,1393,1,1266
13,1,Control,-1,1,1270,1,571
13,1,Control,6,1,826,1,526
13,1,Control,-1,1,979,1,675
13,1,Control,2,1,1551,0,443
13,1,Control,4,1,1202,1,1258
13,1,Control,-1,1,1246,1,500
13,1,Control,4,1,796,1,802
13,1,Control,6,0,2489,1,423
13,1,Control,-1,1,906,1,684
13,1,Control,-1,1,993,1,431
13,1,Control,-1,1,980,1,707
13,1,Control,2,1,3491,1,624
13,1,Control,-1,1,1032,1,677
13,1,Control,-1,1,1028,1,626
13,1,Control,-1,1,1421,1,877
13,1,Control,-1,1,964,1,596
13,1,Control,-1,1,1143,1,817
13,1,Control,6,1,1282,1,536
13,1,Control,6,1,1724,1,1474
13,1,Control,-1,1,988,1,443
13,1,Control,-1,1,1946,1,762
13,1,Control,-1,1,1267,1,505
13,1,Control,8,1,1211,1,625
13,1,Control,-1,1,1068,1,696
13,1,Control,8,1,1219,0,650
13,1,Control,4,1,950,1,567
13,1,Control,-1,1,1092,1,640
13,1,Control,4,1,969,1,808
13,1,Control,6,1,1090,1,669
13,1,Control,-1,1,1076,1,416
13,1,Control,4,1,1213,1,516
13,1,Control,8,1,1120,0,3979
13,1,Control,8,0,2174,0,1318
13,1,Control,-1,1,987,1,714
13,1,Control,-1,1,1545,1,405
13,1,Control,4,1,1465,0,3752
13,1,Control,-1,1,993,1,639
13,1,Control,-1,1,1750,1,539
13,1,Control,-1,1,1163,1,628
13,1,Control,6,1,959,1,431
13,1,Control,-1,1,1511,1,869
13,1,Control,-1,0,2672,1,1031
13,1,Control,-1,1,1358,1,465
13,1,Control,4,1,863,1,450
13,1,Control,-1,0,1086,1,7098
13,1,Control,4,1,734,1,565
13,1,Control,2,1,1357,1,527
13,1,Control,4,1,602,1,502
13,1,Control,6,1,783,1,1013
13,1,Control,-1,1,1120,1,603
13,1,Control,-1,1,1036,1,682
13,1,Control,4,1,1362,1,676
13,1,Control,-1,1,947,1,643
13,1,Control,-1,1,1285,1,1481
13,1,Control,-1,1,1174,1,655
13,1,Control,6,1,966,1,422
13,1,Control,8,1,1420,0,1613
13,1,Control,-1,1,1208,1,448
13,1,Control,-1,1,1453,1,621
13,1,Control,-1,1,1161,1,451
13,1,Control,2,0,3035,0,582
13,1,Control,-1,1,1161,1,770
13,1,Control,6,1,1254,1,476
13,1,Control,8,1,1165,0,1125
13,1,Control,2,1,1159,0,656
13,1,Control,-1,1,1022,1,395
13,1,Control,-1,1,1287,1,588
13,1,Control,6,1,873,1,380
13,1,Control,8,1,1431,0,1736
13,1,Control,8,1,1595,1,518
13,1,Control,-1,1,1224,1,975
13,1,Control,6,1,877,1,639
13,1,Control,4,1,1460,0,467
13,1,Control,-1,1,1187,1,491
13,1,Control,-1,1,1168,1,569
13,1,Control,-1,1,1069,1,457
13,1,Control,4,1,1177,0,418
