subject,session,group,stimtype,letter_ACC,letter_RT,probe_ACC,probe_RT
6,1,Control,-1,1,1914,1,266
6,1,Control,2,1,1199,1,999
6,1,Control,-1,1,1243,1,529
6,1,Control,-1,1,1312,1,260
6,1,Control,2,1,1696,1,343
6,1,Control,8,1,1314,1,294
6,1,Control,2,1,1171,1,396
6,1,Control,8,1,1228,1,307
6,1,Control,-1,1,1313,0,437
6,1,Control,2,1,1593,1,292
6,1,Control,4,1,1120,1,572
6,1,Control,6,1,1094,1,594
6,1,Control,-1,1,1127,1,737
6,1,Control,4,1,2349,0,287
6,1,Control,4,1,960,1,1056
6,1,Control,-1,1,2458,1,345
6,1,Control,2,1,1321,1,444
6,1,Control,-1,1,1585,1,269
6,1,Control,6,1,1065,1,629
6,1,Control,-1,1,1219,1,379
6,1,Control,-1,1,1263,1,389
6,1,Control,4,1,953,1,537
6,1,Control,8,1,1291,1,464
6,1,Control,2,1,927,1,559
6,1,Control,8,1,1204,1,363
6,1,Control,-1,1,1566,1,410
6,1,Control,-1,1,1218,1,361
6,1,Control,-1,1,1832,1,315
6,1,Control,-1,1,1178,1,355
6,1,Control,-1,1,1145,1,530
6,1,Control,-1,1,1161,1,546
6,1,Control,-1,1,1111,1,626
6,1,Control,-1,1,1184,1,457
6,1,Control,2,1,941,1,606
6,1,Control,8,1,1457,0,336
6,1,Control,-1,1,1862,1,264
6,1,Control,8,1,1000,1,551
6,1,Control,-1,1,2114,1,604
6,1,Control,2,1,1310,0,291
6,1,Control,-1,1,1232,1,406
6,1,Control,4,1,1380,1,342
6,1,Control,8,1,1666,1,378
6,1,Control,-1,1,1296,1,373
6,1,Control,-1,1,1389,1,319
6,1,Control,-1,1,1294,1,611
6,1,Control,-1,1,1264,1,310
6,1,Control,-1,1,1198,1,342
6,1,Control,-1,1,7638,1,362
6,1,Control,2,1,1368,1,347
6,1,Control,6,1,1053,1,314
6,1,Control,8,1,2147,1,395
6,1,Control,-1,0,3718,1,267
6,1,Control,2,1,1255,0,301
6,1,Control,4,1,1267,0,377
6,1,Control,4,1,1357,1,368
6,1,Control,4,1,851,1,567
6,1,Control,-1,1,1433,1,362
6,1,Control,6,1,996,1,531
6,1,Control,-1,1,1240,0,367
6,1,Control,-1,1,1222,1,381
6,1,Control,2,1,1786,1,1486
6,1,Control,-1,1,1336,1,571
6,1,Control,4,1,972,1,347
6,1,Control,-1,1,1543,1,596
6,1,Control,-1,0,2995,1,256
6,1,Control,6,1,1237,1,539
6,1,Control,6,1,1067,1,392
6,1,Control,-1,1,1182,1,615
6,1,Control,-1,1,1195,1,579
6,1,Control,-1,1,1073,0,685
6,1,Control,-1,1,1184,1,585
6,1,Control,8,1,1079,1,515
6,1,Control,2,1,560,1,509
6,1,Control,4,1,1427,0,340
6,1,Control,-1,1,1184,1,601
6,1,Control,6,1,821,1,618
6,1,Control,-1,1,924,0,621
6,1,Control,-1,1,1467,0,2187
6,1,Control,6,1,1017,1,550
6,1,Control,8,1,1378,1,372
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,,,,,
6,2,Control,8,1,2094,0,1000
6,2,Control,-1,1,1714,1,858
6,2,Control,-1,1,1843,1,854
6,2,Control,6,1,1254,1,1052
6,2,Control,4,1,1757,0,1314
6,2,Control,-1,1,1502,1,1164
6,2,Control,-1,1,2094,1,1113
6,2,Control,8,1,1277,1,1090
6,2,Control,-1,1,1350,1,761
6,2,Control,-1,1,1727,1,758
6,2,Control,6,1,1141,1,1055
6,2,Control,2,1,1231,0,422
6,2,Control,-1,1,1529,0,886
6,2,Control,6,1,1968,0,798
6,2,Control,6,1,1103,1,666
6,2,Control,2,1,1159,0,592
6,2,Control,8,1,1444,1,611
6,2,Control,-1,1,1221,1,620
6,2,Control,4,1,1013,1,1267
6,2,Control,-1,1,1143,1,497
6,2,Control,6,1,1173,1,541
6,2,Control,8,1,1362,1,452
6,2,Control,-1,1,1523,1,527
6,2,Control,-1,1,1451,1,827
6,2,Control,-1,1,1894,1,551
6,2,Control,2,1,1472,0,1215
6,2,Control,2,1,5268,1,230
6,2,Control,6,1,986,1,505
6,2,Control,-1,1,1292,1,449
6,2,Control,8,1,1333,1,425
6,2,Control,4,1,1047,1,420
6,2,Control,-1,1,1435,1,443
6,2,Control,-1,1,1538,1,575
6,2,Control,8,1,1139,1,700
6,2,Control,2,1,1362,0,501
6,2,Control,-1,1,1297,1,518
6,2,Control,-1,1,1147,1,469
6,2,Control,-1,1,1464,1,1016
6,2,Control,4,1,1167,1,440
6,2,Control,-1,1,1637,1,542
6,2,Control,-1,1,1723,1,482
6,2,Control,4,1,999,1,582
6,2,Control,-1,1,1225,1,528
6,2,Control,4,1,942,1,494
6,2,Control,-1,1,2383,0,432
6,2,Control,-1,1,1353,1,588
6,2,Control,2,1,1756,0,449
6,2,Control,-1,1,2206,1,1125
6,2,Control,8,1,2255,1,596
6,2,Control,4,1,949,1,1078
6,2,Control,2,1,1127,1,498
6,2,Control,6,1,1042,1,606
6,2,Control,-1,1,2522,1,2391
6,2,Control,8,1,1127,1,529
6,2,Control,-1,1,1396,1,501
6,2,Control,-1,1,1414,1,759
6,2,Control,4,1,1498,0,648
6,2,Control,6,1,1140,1,461
6,2,Control,-1,1,1167,1,440
6,2,Control,2,1,1775,0,612
6,2,Control,8,1,1152,1,522
6,2,Control,-1,1,1235,1,698
6,2,Control,-1,1,1568,1,427
6,2,Control,-1,1,1291,1,320
6,2,Control,-1,1,1814,0,394
6,2,Control,4,1,1409,0,194
6,2,Control,-1,1,1284,1,745
6,2,Control,2,1,1144,0,338
6,2,Control,-1,1,1437,1,573
6,2,Control,-1,1,1434,1,490
6,2,Control,2,1,1711,0,166
6,2,Control,-1,1,1971,1,1345
6,2,Control,2,1,1193,0,321
6,2,Control,-1,1,1721,1,671
6,2,Control,-1,1,3648,0,359
6,2,Control,-1,1,1450,1,538
6,2,Control,6,1,1880,0,250
6,2,Control,-1,1,1299,1,744
6,2,Control,-1,1,1649,1,826
6,2,Control,-1,1,1315,1,902
6,2,Control,4,1,986,1,489
6,2,Control,-1,1,1184,1,600
6,2,Control,4,1,1108,1,478
6,2,Control,8,1,1600,1,347
6,2,Control,8,1,1331,1,359
6,2,Control,2,1,1392,0,514
6,2,Control,-1,1,1330,1,374
6,2,Control,-1,1,2119,1,529
6,2,Control,-1,1,1251,1,425
6,2,Control,6,1,1007,1,445
6,2,Control,4,1,1126,1,544
6,2,Control,8,1,1199,1,422
6,2,Control,-1,1,1933,0,493
6,2,Control,-1,1,1257,1,319
6,2,Control,6,1,1023,1,381
6,2,Control,6,1,1125,1,335
6,2,Control,6,1,994,1,513
6,2,Control,4,1,1123,1,605
6,2,Control,2,1,1043,1,464
6,2,Control,-1,1,1167,1,504
6,2,Control,8,1,1162,1,611
6,2,Control,6,1,984,1,520
6,2,Control,-1,1,1684,1,939
6,2,Control,-1,1,1520,1,574
6,2,Control,4,1,894,1,656
6,2,Control,8,1,1187,1,539
6,2,Control,-1,1,1264,1,422
6,2,Control,2,1,1084,1,455
6,2,Control,6,1,1082,1,550
6,2,Control,6,1,989,1,428
6,2,Control,2,1,1084,1,424
6,2,Control,-1,1,1300,1,441
6,2,Control,-1,1,1387,1,349
6,2,Control,2,1,1167,0,456
6,2,Control,-1,1,1678,1,406
6,2,Control,-1,1,1663,1,392
6,2,Control,8,1,1152,1,489
6,2,Control,-1,1,1438,1,414
6,2,Control,-1,1,1151,1,393
6,2,Control,-1,1,1210,1,433
6,2,Control,8,1,1388,1,606
6,2,Control,-1,1,1571,1,431
6,2,Control,-1,1,1376,1,339
6,2,Control,-1,1,1105,1,428
6,2,Control,4,1,941,1,493
6,2,Control,-1,1,1077,1,449
6,2,Control,4,1,854,1,552
6,2,Control,4,1,970,1,506
6,2,Control,6,1,920,1,473
6,2,Control,-1,1,1791,1,452
6,2,Control,-1,1,1570,1,414
6,2,Control,2,1,1419,0,491
6,2,Control,-1,1,1187,1,316
6,2,Control,4,1,1476,1,323
6,2,Control,8,1,1654,0,367
6,2,Control,2,1,902,1,360
6,2,Control,-1,1,1729,1,472
6,2,Control,8,1,1108,1,527
6,2,Control,-1,1,1205,1,493
6,2,Control,-1,1,1291,1,512
6,2,Control,6,1,931,1,452
6,2,Control,-1,1,1114,1,388
6,2,Control,-1,1,1044,1,449
6,2,Control,-1,1,1704,1,239
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,,,,,
7,2,Control,4,1,1732,0,2425
7,2,Control,-1,1,1420,1,1724
7,2,Control,8,1,1737,1,1535
