subject,session,group,stimtype,ACC,RT
43,1,Experimental,four_m,1,1249
43,1,Experimental,four_m,0,1221
43,1,Experimental,four_m,0,1722
43,1,Experimental,four_m,1,1562
43,1,Experimental,four_nm,1,1217
43,1,Experimental,four_nm,0,0
43,1,Experimental,four_nm,1,1054
43,1,Experimental,four_m,0,0
43,1,Experimental,four_nm,1,865
43,1,Experimental,four_m,1,1621
43,1,Experimental,four_nm,1,650
43,1,Experimental,four_m,0,1573
43,1,Experimental,four_nm,1,956
43,1,Experimental,four_m,1,1404
43,1,Experimental,four_m,1,1401
43,1,Experimental,four_nm,1,631
43,1,Experimental,four_m,1,1556
43,1,Experimental,four_nm,1,988
43,1,Experimental,four_nm,1,1002
43,1,Experimental,four_m,0,1304
43,1,Experimental,four_nm,1,1016
43,1,Experimental,four_m,1,1766
43,1,Experimental,four_nm,1,725
43,1,Experimental,four_m,1,1134
43,1,Experimental,four_m,1,1063
43,1,Experimental,four_nm,1,947
43,1,Experimental,four_nm,1,979
43,1,Experimental,four_nm,1,786
43,1,Experimental,four_m,1,1288
43,1,Experimental,four_m,1,1210
43,1,Experimental,four_nm,1,752
43,1,Experimental,four_nm,1,711
43,1,Experimental,four_nm,1,785
43,1,Experimental,four_nm,1,1591
43,1,Experimental,four_m,1,974
43,1,Experimental,four_nm,1,1437
43,1,Experimental,four_nm,1,1241
43,1,Experimental,four_m,0,1164
43,1,Experimental,four_m,1,1348
43,1,Experimental,four_m,1,1332
43,1,Experimental,four_nm,1,725
43,1,Experimental,four_nm,1,910
43,1,Experimental,four_nm,0,704
43,1,Experimental,four_nm,1,1305
43,1,Experimental,four_nm,1,971
43,1,Experimental,four_nm,1,1002
43,1,Experimental,four_nm,1,743
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,,,
43,2,Experimental,four_m,0,0
43,2,Experimental,four_nm,1,811
43,2,Experimental,four_nm,0,0
43,2,Experimental,four_m,0,1656
43,2,Experimental,four_nm,1,1051
43,2,Experimental,four_m,1,1607
43,2,Experimental,four_m,0,1597
43,2,Experimental,four_m,1,1554
43,2,Experimental,four_nm,1,1113
43,2,Experimental,four_m,1,1587
43,2,Experimental,four_m,1,1673
43,2,Experimental,four_m,1,1244
43,2,Experimental,four_m,1,897
43,2,Experimental,four_nm,1,899
43,2,Experimental,four_m,1,1412
43,2,Experimental,four_nm,1,850
43,2,Experimental,four_nm,1,1142
43,2,Experimental,four_nm,1,767
43,2,Experimental,four_m,1,934
43,2,Experimental,four_nm,1,807
43,2,Experimental,four_m,0,1132
43,2,Experimental,four_nm,1,805
43,2,Experimental,four_nm,1,666
43,2,Experimental,four_m,1,1190
43,2,Experimental,four_nm,1,716
43,2,Experimental,four_nm,0,790
43,2,Experimental,four_m,1,1373
43,2,Experimental,four_nm,1,571
43,2,Experimental,four_nm,1,810
43,2,Experimental,four_m,1,1440
43,2,Experimental,four_nm,1,652
43,2,Experimental,four_m,1,1192
43,2,Experimental,four_m,1,990
43,2,Experimental,four_m,1,1180
43,2,Experimental,four_m,1,1122
43,2,Experimental,four_m,1,1227
43,2,Experimental,four_nm,1,672
43,2,Experimental,four_nm,1,763
43,2,Experimental,four_m,1,1043
43,2,Experimental,four_m,1,1008
43,2,Experimental,four_nm,1,893
43,2,Experimental,four_nm,1,1055
43,2,Experimental,four_nm,1,842
43,2,Experimental,four_nm,1,831
43,2,Experimental,four_nm,1,788
43,2,Experimental,four_nm,0,778
43,2,Experimental,four_nm,1,865
43,2,Experimental,four_m,1,1092
43,2,Experimental,four_m,1,1134
43,2,Experimental,four_nm,1,1111
43,2,Experimental,four_m,1,1440
43,2,Experimental,four_nm,1,1293
43,2,Experimental,four_nm,1,1183
43,2,Experimental,four_nm,1,838
43,2,Experimental,four_m,1,1017
43,2,Experimental,four_m,1,1031
43,2,Experimental,four_m,1,884
43,2,Experimental,four_m,1,951
43,2,Experimental,four_nm,1,727
43,2,Experimental,four_m,1,1248
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,,,
44,1,Control,four_m,0,696
44,1,Control,four_nm,1,1090
44,1,Control,four_nm,1,941
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1448
44,1,Control,four_nm,1,852
44,1,Control,four_m,0,1080
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1081
44,1,Control,four_nm,1,948
44,1,Control,four_nm,0,0
44,1,Control,four_nm,0,0
44,1,Control,four_nm,0,0
44,1,Control,four_m,0,1126
44,1,Control,four_nm,1,1070
44,1,Control,four_nm,0,0
44,1,Control,four_nm,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,593
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1076
44,1,Control,four_m,0,1085
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1230
44,1,Control,four_nm,1,963
44,1,Control,four_nm,1,866
44,1,Control,four_nm,1,742
44,1,Control,four_nm,1,975
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1027
44,1,Control,four_nm,0,0
44,1,Control,four_nm,1,998
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1248
44,1,Control,four_m,0,0
44,1,Control,four_nm,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,934
44,1,Control,four_nm,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,857
44,1,Control,four_nm,1,893
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,918
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_m,0,0
44,1,Control,four_nm,1,1049
45,1,Control,,,
45,1,Control,,,
45,1,Control,,,
45,1,Control,,,
45,1,Control,four_nm,1,1564
45,1,Control,four_nm,0,1363
45,1,Control,four_m,1,1139
45,1,Control,four_nm,1,890
45,1,Control,four_nm,1,1245
45,1,Control,four_m,1,977
45,1,Control,four_m,1,864
45,1,Control,four_m,1,884
45,1,Control,four_nm,1,887
45,1,Control,four_nm,1,1417
45,1,Control,four_m,1,1159
45,1,Control,four_nm,1,1694
45,1,Control,four_m,1,911
45,1,Control,four_m,1,833
45,1,Control,four_m,1,870
45,1,Control,four_nm,1,1593
45,1,Control,four_m,1,863
45,1,Control,four_m,1,499
45,1,Control,four_nm,0,1477
45,1,Control,four_nm,1,1440
45,1,Control,four_nm,1,1373
45,1,Control,four_m,0,1466
45,1,Control,four_m,1,870
45,1,Control,four_nm,1,1017
45,1,Control,four_m,1,1223
45,1,Control,four_nm,1,1164
45,1,Control,four_m,1,1155
45,1,Control,four_m,1,795
45,1,Control,four_nm,1,1073
45,1,Control,four_m,1,956
45,1,Control,four_nm,1,987
45,1,Control,four_m,1,809
45,1,Control,four_m,1,895
45,1,Control,four_m,0,1889
45,1,Control,four_nm,1,923
45,1,Control,four_nm,1,876
45,1,Control,four_nm,1,832
45,1,Control,four_nm,1,933
45,1,Control,four_nm,0,0
45,1,Control,four_nm,0,0
45,1,Control,four_m,1,817
45,1,Control,four_m,1,822
45,1,Control,four_m,1,1131
45,1,Control,four_m,1,964
45,1,Control,four_m,1,740
45,1,Control,four_m,1,509
45,1,Control,four_nm,0,1326
45,1,Control,four_m,1,702
45,1,Control,four_nm,0,0
45,1,Control,four_m,1,926
45,1,Control,four_m,1,879
45,1,Control,four_nm,1,1154
45,1,Control,four_nm,1,1386
45,1,Control,four_m,0,0
45,1,Control,four_nm,0,1439
45,1,Control,four_m,1,811
45,1,Control,four_nm,0,0
45,1,Control,four_nm,1,1142
45,1,Control,four_nm,1,974
45,1,Control,four_nm,0,1453
45,2,Control,,,
45,2,Control,,,
45,2,Control,,,
45,2,Control,,,
45,2,Control,,,
45,2,Control,,,
45,2,Control,,,
45,2,Control,,,
45,2,Control,four_nm,1,1217
45,2,Control,four_m,1,1015
45,2,Control,four_nm,1,1236
45,2,Control,four_nm,0,1769
45,2,Control,four_nm,1,1047
45,2,Control,four_m,0,868
45,2,Control,four_m,1,1255
45,2,Control,four_m,1,1114
45,2,Control,four_m,1,1443
45,2,Control,four_nm,1,863
45,2,Control,four_nm,1,1187
45,2,Control,four_nm,1,953
45,2,Control,four_nm,0,0
45,2,Control,four_m,1,1439
45,2,Control,four_m,1,1003
45,2,Control,four_m,1,937
45,2,Control,four_nm,1,1080
45,2,Control,four_nm,1,995
45,2,Control,four_m,1,962
45,2,Control,four_m,1,1297
45,2,Control,four_m,1,1172
45,2,Control,four_m,1,763
45,2,Control,four_nm,0,0
45,2,Control,four_m,1,1034
45,2,Control,four_m,1,935
45,2,Control,four_m,1,918
45,2,Control,four_m,1,919
45,2,Control,four_m,1,952
45,2,Control,four_nm,1,1624
45,2,Control,four_nm,1,1389
45,2,Control,four_m,1,1051
45,2,Control,four_nm,1,1127
45,2,Control,four_m,1,1024
45,2,Control,four_m,1,908
45,2,Control,four_m,1,846
45,2,Control,four_nm,1,1090
45,2,Control,four_m,1,1021
45,2,Control,four_nm,1,1193
45,2,Control,four_m,1,976
45,2,Control,four_nm,1,1871
45,2,Control,four_m,1,810
45,2,Control,four_m,0,0
45,2,Control,four_m,1,1460
45,2,Control,four_m,1,944
45,2,Control,four_nm,1,1104
45,2,Control,four_nm,0,0
45,2,Control,four_m,0,0
45,2,Control,four_m,1,774
45,2,Control,four_nm,1,1469
45,2,Control,four_nm,1,1048
45,2,Control,four_nm,1,868
45,2,Control,four_nm,0,0
45,2,Control,four_nm,0,1404
45,2,Control,four_nm,1,1706
45,2,Control,four_nm,0,1771
45,2,Control,four_nm,1,938
45,2,Control,four_m,1,1531
45,2,Control,four_nm,0,0
45,2,Control,four_nm,1,1097
45,2,Control,four_nm,0,0
51,1,Control,,,
51,1,Control,,,
51,1,Control,,,
51,1,Control,,,
51,1,Control,four_m,1,1186
51,1,Control,four_m,1,1048
51,1,Control,four_m,1,1428
51,1,Control,four_m,1,1057
51,1,Control,four_nm,1,1117
51,1,Control,four_m,1,1255
51,1,Control,four_m,1,1161
51,1,Control,four_nm,1,1121
51,1,Control,four_nm,0,986
51,1,Control,four_nm,1,808
51,1,Control,four_m,1,894
51,1,Control,four_nm,1,1776
51,1,Control,four_m,1,1055
51,1,Control,four_nm,1,843
51,1,Control,four_nm,1,1311
51,1,Control,four_m,1,1200
51,1,Control,four_nm,1,1318
51,1,Control,four_m,1,1191
51,1,Control,four_nm,1,1421
51,1,Control,four_m,1,1066
51,1,Control,four_nm,1,1302
51,1,Control,four_m,1,1111
51,1,Control,four_m,1,1409
51,1,Control,four_nm,1,989
51,1,Control,four_nm,1,1212
51,1,Control,four_nm,1,1089
51,1,Control,four_m,1,956
51,1,Control,four_m,0,859
51,1,Control,four_m,1,1007
51,1,Control,four_m,1,1117
51,1,Control,four_nm,1,1046
51,1,Control,four_nm,1,1219
51,1,Control,four_nm,1,1223
51,1,Control,four_nm,1,1532
51,1,Control,four_nm,1,1124
51,1,Control,four_nm,1,1437
51,1,Control,four_nm,0,0
51,1,Control,four_m,0,1808
51,1,Control,four_nm,1,1021
51,1,Control,four_nm,1,1098
51,1,Control,four_nm,1,1076
51,1,Control,four_m,1,1486
51,1,Control,four_nm,1,1097
51,1,Control,four_m,1,1715
51,1,Control,four_m,1,1524
51,1,Control,four_m,1,1101
51,1,Control,four_nm,1,967
51,1,Control,four_nm,1,1847
51,1,Control,four_m,0,0
51,1,Control,four_m,1,1416
51,1,Control,four_nm,1,1029
51,1,Control,four_m,1,1330
51,1,Control,four_m,0,1091
51,1,Control,four_m,1,1118
51,1,Control,four_nm,1,1527
51,1,Control,four_m,1,1120
51,1,Control,four_nm,1,1097
51,1,Control,four_m,1,1266
51,1,Control,four_nm,1,1062
51,1,Control,four_m,0,1826
51,2,Control,,,
51,2,Control,,,
51,2,Control,,,
51,2,Control,,,
51,2,Control,four_nm,1,1893
51,2,Control,four_nm,1,1375
51,2,Control,four_nm,1,878
51,2,Control,four_m,1,673
51,2,Control,four_nm,1,1467
51,2,Control,four_m,0,1271
51,2,Control,four_m,0,1081
51,2,Control,four_nm,1,932
51,2,Control,four_m,1,821
51,2,Control,four_m,1,1275
51,2,Control,four_nm,1,797
51,2,Control,four_nm,1,1028
51,2,Control,four_nm,1,913
51,2,Control,four_m,0,962
51,2,Control,four_nm,0,1505
51,2,Control,four_nm,1,1115
51,2,Control,four_m,1,1508
51,2,Control,four_nm,1,814
51,2,Control,four_nm,1,1300
51,2,Control,four_m,1,1046
51,2,Control,four_nm,1,1042
51,2,Control,four_m,1,1438
51,2,Control,four_m,1,1162
51,2,Control,four_m,1,1057
51,2,Control,four_nm,1,1085
51,2,Control,four_m,1,935
51,2,Control,four_nm,1,1208
51,2,Control,four_m,1,829
51,2,Control,four_nm,1,850
51,2,Control,four_nm,1,999
51,2,Control,four_m,1,1268
51,2,Control,four_nm,1,1079
51,2,Control,four_nm,1,882
51,2,Control,four_m,0,0
51,2,Control,four_nm,1,1467
51,2,Control,four_nm,1,1159
51,2,Control,four_m,1,1086
51,2,Control,four_m,0,1337
51,2,Control,four_nm,1,1192
51,2,Control,four_nm,0,1278
51,2,Control,four_m,1,1105
51,2,Control,four_nm,1,1147
51,2,Control,four_m,1,1203
51,2,Control,four_m,1,1145
51,2,Control,four_nm,1,993
51,2,Control,four_m,1,1695
51,2,Control,four_m,1,1009
51,2,Control,four_m,1,1055
51,2,Control,four_m,1,954
51,2,Control,four_nm,1,1097
51,2,Control,four_m,1,1156
51,2,Control,four_m,1,1051
51,2,Control,four_m,1,1271
51,2,Control,four_m,1,1146
51,2,Control,four_nm,1,1554
51,2,Control,four_nm,0,1338
51,2,Control,four_nm,1,1193
51,2,Control,four_m,1,1487
51,2,Control,four_m,1,938
51,2,Control,four_nm,1,826
52,1,Control,,,
52,1,Control,,,
52,1,Control,,,
52,1,Control,,,
52,1,Control,,,
52,1,Control,,,
52,1,Control,,,
52,1,Control,,,
52,1,Control,four_nm,0,0
52,1,Control,four_nm,1,1078
52,1,Control,four_nm,1,1329
52,1,Control,four_nm,1,1330
52,1,Control,four_nm,1,1299
52,1,Control,four_m,0,0
52,1,Control,four_nm,0,1757
52,1,Control,four_nm,1,1100
52,1,Control,four_nm,1,1381
52,1,Control,four_m,1,1108
52,1,Control,four_nm,0,654
52,1,Control,four_nm,0,0
52,1,Control,four_m,0,1585
52,1,Control,four_m,1,1687
52,1,Control,four_nm,1,937
52,1,Control,four_m,1,906
52,1,Control,four_m,0,1034
52,1,Control,four_nm,1,551
52,1,Control,four_nm,1,1047
52,1,Control,four_m,1,1364
52,1,Control,four_m,1,1507
52,1,Control,four_m,1,1037
52,1,Control,four_nm,1,1289
52,1,Control,four_nm,1,779
52,1,Control,four_nm,1,1186
52,1,Control,four_nm,1,1625
52,1,Control,four_nm,1,988
52,1,Control,four_m,1,1467
52,1,Control,four_m,1,1382
52,1,Control,four_nm,1,1445
52,1,Control,four_nm,1,1777
52,1,Control,four_m,0,0
52,1,Control,four_nm,1,1446
52,1,Control,four_nm,0,1681
52,1,Control,four_m,1,1764
52,1,Control,four_m,1,1716
52,1,Control,four_m,0,0
52,1,Control,four_m,1,1213
52,1,Control,four_m,1,1202
52,1,Control,four_nm,1,1416
52,1,Control,four_m,0,0
52,1,Control,four_nm,0,1836
52,1,Control,four_nm,1,1416
52,1,Control,four_m,0,0
52,1,Control,four_m,1,1580
52,1,Control,four_m,1,1747
52,1,Control,four_m,1,1075
52,1,Control,four_nm,1,1022
52,1,Control,four_nm,1,971
52,1,Control,four_m,1,1641
52,1,Control,four_m,0,1869
52,1,Control,four_m,1,1336
52,1,Control,four_m,1,1480
52,1,Control,four_m,1,1123
52,1,Control,four_nm,0,812
52,1,Control,four_nm,1,1426
52,1,Control,four_m,0,0
52,1,Control,four_m,1,1333
52,1,Control,four_nm,1,1109
52,1,Control,four_m,0,1086
52,2,Control,,,
52,2,Control,,,
52,2,Control,,,
52,2,Control,,,
52,2,Control,,,
52,2,Control,,,
52,2,Control,,,
52,2,Control,,,
52,2,Control,four_m,1,735
52,2,Control,four_nm,1,1671
52,2,Control,four_m,0,1129
52,2,Control,four_m,0,1506
52,2,Control,four_nm,1,1659
52,2,Control,four_m,1,591
52,2,Control,four_m,1,1437
52,2,Control,four_nm,1,1594
52,2,Control,four_nm,1,1520
52,2,Control,four_nm,0,617
52,2,Control,four_nm,1,1541
52,2,Control,four_m,0,862
52,2,Control,four_m,1,1393
52,2,Control,four_m,1,1616
52,2,Control,four_m,1,1205
52,2,Control,four_m,1,923
52,2,Control,four_m,1,1356
52,2,Control,four_m,0,683
52,2,Control,four_m,1,1142
52,2,Control,four_nm,1,670
52,2,Control,four_m,0,681
52,2,Control,four_nm,1,1236
52,2,Control,four_nm,1,1448
52,2,Control,four_nm,1,932
52,2,Control,four_m,1,1189
52,2,Control,four_m,0,0
52,2,Control,four_m,0,1170
52,2,Control,four_m,0,1096
52,2,Control,four_nm,1,850
52,2,Control,four_m,1,886
52,2,Control,four_nm,1,841
52,2,Control,four_nm,1,669
52,2,Control,four_nm,1,680
52,2,Control,four_m,1,1219
52,2,Control,four_m,0,1208
52,2,Control,four_nm,1,798
52,2,Control,four_nm,1,1059
52,2,Control,four_nm,1,879
52,2,Control,four_m,0,1122
52,2,Control,four_nm,1,1403
52,2,Control,four_m,1,1416
52,2,Control,four_nm,0,1222
52,2,Control,four_nm,1,1067
52,2,Control,four_nm,1,1543
52,2,Control,four_m,1,1055
52,2,Control,four_nm,1,906
52,2,Control,four_nm,1,1163
52,2,Control,four_m,1,595
52,2,Control,four_nm,1,1569
52,2,Control,four_m,0,1816
52,2,Control,four_nm,0,790
52,2,Control,four_m,1,892
52,2,Control,four_nm,1,1278
52,2,Control,four_nm,1,881
52,2,Control,four_m,1,963
52,2,Control,four_m,1,611
52,2,Control,four_nm,1,1153
52,2,Control,four_nm,0,1448
52,2,Control,four_m,1,1093
52,2,Control,four_nm,0,703
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,,,
55,1,Experimental,four_m,0,1625
55,1,Experimental,four_nm,1,1854
55,1,Experimental,four_m,1,1368
55,1,Experimental,four_m,1,1463
55,1,Experimental,four_nm,1,1394
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_m,0,0
55,1,Experimental,four_m,1,1725
55,1,Experimental,four_m,1,910
55,1,Experimental,four_nm,0,1679
55,1,Experimental,four_nm,1,1825
55,1,Experimental,four_m,1,1646
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_nm,0,1688
55,1,Experimental,four_nm,1,1770
55,1,Experimental,four_m,1,1417
55,1,Experimental,four_nm,1,1495
55,1,Experimental,four_m,1,1473
55,1,Experimental,four_nm,1,1403
55,1,Experimental,four_m,1,1688
55,1,Experimental,four_m,0,1114
55,1,Experimental,four_nm,0,1252
55,1,Experimental,four_nm,1,1736
55,1,Experimental,four_nm,1,1528
55,1,Experimental,four_m,1,1489
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_m,1,1216
55,1,Experimental,four_m,0,0
55,1,Experimental,four_nm,1,1436
55,1,Experimental,four_m,1,1544
55,1,Experimental,four_nm,1,1392
55,1,Experimental,four_m,0,0
55,1,Experimental,four_nm,1,1684
55,1,Experimental,four_m,1,1367
55,1,Experimental,four_m,0,0
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_nm,1,1272
55,1,Experimental,four_nm,1,1803
55,1,Experimental,four_m,0,0
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_nm,0,0
55,1,Experimental,four_nm,0,1275
55,1,Experimental,four_nm,1,1790
55,1,Experimental,four_m,1,1452
55,1,Experimental,four_m,0,0
55,1,Experimental,four_m,1,1453
55,1,Experimental,four_m,0,0
55,1,Experimental,four_m,0,1615
55,1,Experimental,four_nm,0,1316
55,1,Experimental,four_m,1,1365
55,1,Experimental,four_nm,0,1637
55,1,Experimental,four_nm,1,1353
55,1,Experimental,four_m,1,1320
55,1,Experimental,four_nm,0,1465
55,1,Experimental,four_nm,0,1509
55,1,Experimental,four_m,1,1886
55,1,Experimental,four_m,1,1512
55,1,Experimental,four_m,1,1265
55,1,Experimental,four_m,0,0
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,,,
55,2,Experimental,four_m,1,1658
55,2,Experimental,four_m,0,0
55,2,Experimental,four_m,1,1860
55,2,Experimental,four_nm,1,1695
55,2,Experimental,four_nm,0,0
55,2,Experimental,four_nm,0,1815
55,2,Experimental,four_nm,1,1172
55,2,Experimental,four_nm,0,1627
55,2,Experimental,four_nm,1,1184
55,2,Experimental,four_m,1,1879
55,2,Experimental,four_m,0,0
55,2,Experimental,four_m,0,0
55,2,Experimental,four_m,1,1342
55,2,Experimental,four_nm,1,1086
55,2,Experimental,four_nm,0,984
55,2,Experimental,four_nm,1,999
55,2,Experimental,four_m,0,1126
55,2,Experimental,four_m,0,1871
55,2,Experimental,four_m,0,0
55,2,Experimental,four_m,1,1535
55,2,Experimental,four_m,0,1703
55,2,Experimental,four_nm,1,1592
55,2,Experimental,four_m,0,0
55,2,Experimental,four_nm,1,1812
55,2,Experimental,four_m,1,1778
55,2,Experimental,four_m,1,1297
55,2,Experimental,four_nm,1,1379
55,2,Experimental,four_nm,1,1746
55,2,Experimental,four_nm,0,1026
55,2,Experimental,four_nm,1,1055
55,2,Experimental,four_m,1,1290
55,2,Experimental,four_m,0,956
55,2,Experimental,four_m,1,684
55,2,Experimental,four_m,0,1031
55,2,Experimental,four_nm,0,612
55,2,Experimental,four_nm,1,914
55,2,Experimental,four_m,1,1396
55,2,Experimental,four_m,0,1169
55,2,Experimental,four_nm,0,1208
55,2,Experimental,four_m,1,1469
55,2,Experimental,four_nm,1,1144
55,2,Experimental,four_m,1,1025
55,2,Experimental,four_m,0,1358
55,2,Experimental,four_nm,0,1116
55,2,Experimental,four_m,0,1894
55,2,Experimental,four_nm,1,1664
55,2,Experimental,four_nm,1,1316
55,2,Experimental,four_m,1,1733
55,2,Experimental,four_m,0,1478
55,2,Experimental,four_nm,1,1360
55,2,Experimental,four_nm,0,1104
55,2,Experimental,four_nm,0,1177
55,2,Experimental,four_nm,1,960
55,2,Experimental,four_m,1,1456
55,2,Experimental,four_nm,1,1068
55,2,Experimental,four_m,1,1350
55,2,Experimental,four_nm,1,1158
55,2,Experimental,four_m,1,1470
55,2,Experimental,four_nm,1,1289
55,2,Experimental,four_nm,0,715
56,1,Experimental,,,
56,1,Experimental,,,
56,1,Experimental,,,
56,1,Experimental,,,
56,1,Experimental,four_nm,1,1218
56,1,Experimental,four_nm,0,966
56,1,Experimental,four_m,1,966
56,1,Experimental,four_nm,0,1126
56,1,Experimental,four_m,1,639
56,1,Experimental,four_nm,1,587
56,1,Experimental,four_m,1,426
56,1,Experimental,four_nm,1,591
56,1,Experimental,four_nm,0,621
56,1,Experimental,four_m,1,634
56,1,Experimental,four_nm,1,519
56,1,Experimental,four_m,1,744
56,1,Experimental,four_nm,0,480
56,1,Experimental,four_m,1,803
56,1,Experimental,four_m,1,729
56,1,Experimental,four_m,1,578
56,1,Experimental,four_m,0,481
56,1,Experimental,four_nm,1,532
56,1,Experimental,four_nm,1,501
56,1,Experimental,four_m,0,567
56,1,Experimental,four_nm,1,598
56,1,Experimental,four_nm,1,580
56,1,Experimental,four_nm,0,579
56,1,Experimental,four_nm,1,563
56,1,Experimental,four_m,1,1138
56,1,Experimental,four_nm,1,667
56,1,Experimental,four_nm,0,486
56,1,Experimental,four_m,1,745
56,1,Experimental,four_m,1,401
56,1,Experimental,four_nm,1,631
56,1,Experimental,four_m,1,467
56,1,Experimental,four_m,1,838
56,1,Experimental,four_m,1,907
56,1,Experimental,four_nm,0,732
56,1,Experimental,four_nm,1,662
56,1,Experimental,four_nm,0,881
56,1,Experimental,four_nm,0,500
56,1,Experimental,four_m,0,567
56,1,Experimental,four_m,1,551
56,1,Experimental,four_nm,0,455
56,1,Experimental,four_nm,0,490
56,1,Experimental,four_m,1,460
56,1,Experimental,four_nm,1,976
56,1,Experimental,four_m,0,511
56,1,Experimental,four_m,1,449
56,1,Experimental,four_m,1,533
56,1,Experimental,four_nm,1,583
56,1,Experimental,four_m,0,534
56,1,Experimental,four_m,1,471
56,1,Experimental,four_nm,0,617
56,1,Experimental,four_m,1,630
56,1,Experimental,four_nm,1,563
56,1,Experimental,four_m,0,0
56,1,Experimental,four_m,1,489
56,1,Experimental,four_nm,0,748
56,1,Experimental,four_m,1,500
56,1,Experimental,four_nm,1,662
56,1,Experimental,four_nm,1,722
56,1,Experimental,four_m,0,570
56,1,Experimental,four_m,1,489
65,1,Control,,,
65,1,Control,,,
65,1,Control,,,
65,1,Control,,,
65,1,Control,four_m,0,956
65,1,Control,four_nm,1,1212
65,1,Control,four_nm,1,817
65,1,Control,four_m,1,871
65,1,Control,four_nm,1,1897
65,1,Control,four_m,1,675
65,1,Control,four_nm,1,702
65,1,Control,four_m,1,472
65,1,Control,four_m,0,1563
65,1,Control,four_nm,1,1091
65,1,Control,four_m,1,572
65,1,Control,four_m,1,588
65,1,Control,four_m,0,1626
65,1,Control,four_nm,1,1087
65,1,Control,four_m,1,441
65,1,Control,four_nm,1,846
65,1,Control,four_m,1,1233
65,1,Control,four_m,1,982
65,1,Control,four_nm,1,806
65,1,Control,four_m,1,1211
65,1,Control,four_m,0,1616
65,1,Control,four_nm,0,1350
65,1,Control,four_m,1,1398
65,1,Control,four_m,1,948
65,1,Control,four_m,1,693
65,1,Control,four_m,1,751
65,1,Control,four_nm,1,1334
65,1,Control,four_nm,1,1543
65,1,Control,four_nm,1,1007
65,1,Control,four_m,1,493
65,1,Control,four_nm,1,1103
65,1,Control,four_nm,1,952
65,1,Control,four_nm,0,1624
65,1,Control,four_m,1,781
65,1,Control,four_nm,0,964
65,1,Control,four_nm,1,980
65,1,Control,four_nm,1,1330
65,1,Control,four_nm,1,803
65,1,Control,four_nm,0,1193
65,1,Control,four_m,1,1551
65,1,Control,four_m,1,759
65,1,Control,four_nm,0,559
65,1,Control,four_nm,0,1070
65,1,Control,four_m,1,905
65,1,Control,four_m,1,811
65,1,Control,four_nm,0,1568
65,1,Control,four_m,1,919
65,1,Control,four_nm,1,936
65,1,Control,four_nm,1,1768
65,1,Control,four_m,1,1527
65,1,Control,four_m,1,1136
65,1,Control,four_nm,1,760
65,1,Control,four_m,1,1263
65,1,Control,four_nm,0,1475
65,1,Control,four_nm,1,1006
65,1,Control,four_m,1,1323
65,1,Control,four_nm,1,1724
65,1,Control,four_m,1,1084
65,1,Control,four_m,1,1127
65,1,Control,four_nm,1,1216
65,2,Control,,,
65,2,Control,,,
65,2,Control,,,
65,2,Control,,,
65,2,Control,,,
65,2,Control,,,
65,2,Control,,,
65,2,Control,,,
65,2,Control,four_nm,1,1653
65,2,Control,four_m,1,1208
65,2,Control,four_nm,1,1133
